Employee_ID,Employee_Name,NRIC,DOB,DOJ,Department,Modules_Taught,staff_entities,department_entities,module_entities,relationships
NUSPF12800,Stephanie Klein,XXXXX201A,1993-02-13T00:00:00Z,2007-02-06T00:00:00Z,Information Systems and Analytics,IS6003,"[('Stephanie Klein', 'Staff')]","[('Information Systems and Analytics', 'Department')]","[('IS6003', 'Module')]","[{'from_type': 'Module', 'from_id': 'IS6003', 'to_type': 'Department', 'to_id': 'Information Systems and Analytics', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'IS6003', 'to_type': 'Staff', 'to_id': 'Stephanie Klein', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Stephanie Klein', 'to_type': 'Department', 'to_id': 'Information Systems and Analytics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12801,Danielle Potter,XXXXX330A,1982-06-15T00:00:00Z,2006-09-04T00:00:00Z,Psychology,UTOA2001PL,"[('Danielle Potter', 'Staff')]","[('Psychology', 'Department')]","[('UTOA2001PL', 'Module')]","[{'from_type': 'Module', 'from_id': 'UTOA2001PL', 'to_type': 'Department', 'to_id': 'Psychology', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'UTOA2001PL', 'to_type': 'Staff', 'to_id': 'Danielle Potter', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Danielle Potter', 'to_type': 'Department', 'to_id': 'Psychology', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12802,Valerie Everett MD,XXXXX501A,1988-04-30T00:00:00Z,2009-02-07T00:00:00Z,FoL Dean's Office,LLD5034V,"[('Valerie Everett MD', 'Staff')]","[(""FoL Dean's Office"", 'Department')]","[('LLD5034V', 'Module')]","[{'from_type': 'Module', 'from_id': 'LLD5034V', 'to_type': 'Department', 'to_id': ""FoL Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'LLD5034V', 'to_type': 'Staff', 'to_id': 'Valerie Everett MD', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Valerie Everett MD', 'to_type': 'Department', 'to_id': ""FoL Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12803,Jessica Morgan,XXXXX847A,1982-07-09T00:00:00Z,2012-01-14T00:00:00Z,FoL Dean's Office,LC1003,"[('Jessica Morgan', 'Staff')]","[(""FoL Dean's Office"", 'Department')]","[('LC1003', 'Module')]","[{'from_type': 'Module', 'from_id': 'LC1003', 'to_type': 'Department', 'to_id': ""FoL Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'LC1003', 'to_type': 'Staff', 'to_id': 'Jessica Morgan', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Jessica Morgan', 'to_type': 'Department', 'to_id': ""FoL Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12804,Deborah Schmitt,XXXXX929A,1979-10-05T00:00:00Z,2001-09-18T00:00:00Z,Chemical and Biomolecular Engineering,CN5162,"[('Deborah Schmitt', 'Staff')]","[('Chemical and Biomolecular Engineering', 'Department')]","[('CN5162', 'Module')]","[{'from_type': 'Module', 'from_id': 'CN5162', 'to_type': 'Department', 'to_id': 'Chemical and Biomolecular Engineering', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'CN5162', 'to_type': 'Staff', 'to_id': 'Deborah Schmitt', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Deborah Schmitt', 'to_type': 'Department', 'to_id': 'Chemical and Biomolecular Engineering', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12805,Benjamin Lopez,XXXXX433A,1987-03-27T00:00:00Z,2006-09-17T00:00:00Z,Industrial Design,ID5356,"[('Benjamin Lopez', 'Staff')]","[('Industrial Design', 'Department')]","[('ID5356', 'Module')]","[{'from_type': 'Module', 'from_id': 'ID5356', 'to_type': 'Department', 'to_id': 'Industrial Design', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'ID5356', 'to_type': 'Staff', 'to_id': 'Benjamin Lopez', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Benjamin Lopez', 'to_type': 'Department', 'to_id': 'Industrial Design', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12806,Michael Weaver,XXXXX903A,1981-10-23T00:00:00Z,2004-12-24T00:00:00Z,YSTCM Dean's Office,MUA3161,"[('Michael Weaver', 'Staff')]","[(""YSTCM Dean's Office"", 'Department')]","[('MUA3161', 'Module')]","[{'from_type': 'Module', 'from_id': 'MUA3161', 'to_type': 'Department', 'to_id': ""YSTCM Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'MUA3161', 'to_type': 'Staff', 'to_id': 'Michael Weaver', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Michael Weaver', 'to_type': 'Department', 'to_id': ""YSTCM Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12807,Adrian Jones,XXXXX188A,1972-04-26T00:00:00Z,2006-09-16T00:00:00Z,NUS Enterprise Academy,ETP4212,"[('Adrian Jones', 'Staff')]","[('NUS Enterprise Academy', 'Department')]","[('ETP4212', 'Module')]","[{'from_type': 'Module', 'from_id': 'ETP4212', 'to_type': 'Department', 'to_id': 'NUS Enterprise Academy', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'ETP4212', 'to_type': 'Staff', 'to_id': 'Adrian Jones', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Adrian Jones', 'to_type': 'Department', 'to_id': 'NUS Enterprise Academy', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12808,Barry Colon,XXXXX889A,1972-02-01T00:00:00Z,2000-06-27T00:00:00Z,Mechanical Engineering,ME5517,"[('Barry Colon', 'Staff')]","[('Mechanical Engineering', 'Department')]","[('ME5517', 'Module')]","[{'from_type': 'Module', 'from_id': 'ME5517', 'to_type': 'Department', 'to_id': 'Mechanical Engineering', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'ME5517', 'to_type': 'Staff', 'to_id': 'Barry Colon', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Barry Colon', 'to_type': 'Department', 'to_id': 'Mechanical Engineering', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12809,Bobby Lopez,XXXXX796A,1981-11-24T00:00:00Z,2000-10-28T00:00:00Z,SCALE Dean's Office,GEX1009T,"[('Bobby Lopez', 'Staff')]","[(""SCALE Dean's Office"", 'Department')]","[('GEX1009T', 'Module')]","[{'from_type': 'Module', 'from_id': 'GEX1009T', 'to_type': 'Department', 'to_id': ""SCALE Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'GEX1009T', 'to_type': 'Staff', 'to_id': 'Bobby Lopez', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Bobby Lopez', 'to_type': 'Department', 'to_id': ""SCALE Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12810,Joseph Rojas,XXXXX843A,1976-04-22T00:00:00Z,2001-11-26T00:00:00Z,Chua Thian Poh Comm Leader Center,CLC3307,"[('Joseph Rojas', 'Staff')]","[('Chua Thian Poh Comm Leader Center', 'Department')]","[('CLC3307', 'Module')]","[{'from_type': 'Module', 'from_id': 'CLC3307', 'to_type': 'Department', 'to_id': 'Chua Thian Poh Comm Leader Center', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'CLC3307', 'to_type': 'Staff', 'to_id': 'Joseph Rojas', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Joseph Rojas', 'to_type': 'Department', 'to_id': 'Chua Thian Poh Comm Leader Center', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12811,Benjamin Fletcher,XXXXX354A,1993-08-25T00:00:00Z,2005-03-26T00:00:00Z,Civil and Environmental Engineering,ESE5001,"[('Benjamin Fletcher', 'Staff')]","[('Civil and Environmental Engineering', 'Department')]","[('ESE5001', 'Module')]","[{'from_type': 'Module', 'from_id': 'ESE5001', 'to_type': 'Department', 'to_id': 'Civil and Environmental Engineering', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'ESE5001', 'to_type': 'Staff', 'to_id': 'Benjamin Fletcher', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Benjamin Fletcher', 'to_type': 'Department', 'to_id': 'Civil and Environmental Engineering', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12812,Elizabeth Lowe,XXXXX168A,1973-08-03T00:00:00Z,2003-08-19T00:00:00Z,Physics,PC3193,"[('Elizabeth Lowe', 'Staff')]","[('Physics', 'Department')]","[('PC3193', 'Module')]","[{'from_type': 'Module', 'from_id': 'PC3193', 'to_type': 'Department', 'to_id': 'Physics', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'PC3193', 'to_type': 'Staff', 'to_id': 'Elizabeth Lowe', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Elizabeth Lowe', 'to_type': 'Department', 'to_id': 'Physics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12813,William Smith,XXXXX326A,1981-12-30T00:00:00Z,2005-09-17T00:00:00Z,Mathematics,MA1301,"[('William Smith', 'Staff')]","[('Mathematics', 'Department')]","[('MA1301', 'Module')]","[{'from_type': 'Module', 'from_id': 'MA1301', 'to_type': 'Department', 'to_id': 'Mathematics', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'MA1301', 'to_type': 'Staff', 'to_id': 'William Smith', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'William Smith', 'to_type': 'Department', 'to_id': 'Mathematics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12814,Daniel Collins,XXXXX174A,1981-10-30T00:00:00Z,2014-01-24T00:00:00Z,History,HY5409,"[('Daniel Collins', 'Staff')]","[('History', 'Department')]","[('HY5409', 'Module')]","[{'from_type': 'Module', 'from_id': 'HY5409', 'to_type': 'Department', 'to_id': 'History', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'HY5409', 'to_type': 'Staff', 'to_id': 'Daniel Collins', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Daniel Collins', 'to_type': 'Department', 'to_id': 'History', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12815,Anthony Harrell,XXXXX693A,1970-11-02T00:00:00Z,2010-10-22T00:00:00Z,NUS Enterprise Academy,ETP3201I,"[('Anthony Harrell', 'Staff')]","[('NUS Enterprise Academy', 'Department')]","[('ETP3201I', 'Module')]","[{'from_type': 'Module', 'from_id': 'ETP3201I', 'to_type': 'Department', 'to_id': 'NUS Enterprise Academy', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'ETP3201I', 'to_type': 'Staff', 'to_id': 'Anthony Harrell', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Anthony Harrell', 'to_type': 'Department', 'to_id': 'NUS Enterprise Academy', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12816,Debra Avery,XXXXX554A,1977-03-03T00:00:00Z,2008-06-21T00:00:00Z,FoL Dean's Office,LL5485X,"[('Debra Avery', 'Staff')]","[(""FoL Dean's Office"", 'Department')]","[('LL5485X', 'Module')]","[{'from_type': 'Module', 'from_id': 'LL5485X', 'to_type': 'Department', 'to_id': ""FoL Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'LL5485X', 'to_type': 'Staff', 'to_id': 'Debra Avery', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Debra Avery', 'to_type': 'Department', 'to_id': ""FoL Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12817,Michael Fisher,XXXXX679A,1973-08-09T00:00:00Z,2004-12-27T00:00:00Z,Biological Sciences,LSM2252,"[('Michael Fisher', 'Staff')]","[('Biological Sciences', 'Department')]","[('LSM2252', 'Module')]","[{'from_type': 'Module', 'from_id': 'LSM2252', 'to_type': 'Department', 'to_id': 'Biological Sciences', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'LSM2252', 'to_type': 'Staff', 'to_id': 'Michael Fisher', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Michael Fisher', 'to_type': 'Department', 'to_id': 'Biological Sciences', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12818,Amy Allen,XXXXX316A,1979-01-12T00:00:00Z,2008-07-21T00:00:00Z,CDE Dean's Office,CDE5311,"[('Amy Allen', 'Staff')]","[(""CDE Dean's Office"", 'Department')]","[('CDE5311', 'Module')]","[{'from_type': 'Module', 'from_id': 'CDE5311', 'to_type': 'Department', 'to_id': ""CDE Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'CDE5311', 'to_type': 'Staff', 'to_id': 'Amy Allen', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Amy Allen', 'to_type': 'Department', 'to_id': ""CDE Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12819,Eric Sullivan,XXXXX286A,1992-02-16T00:00:00Z,2002-08-20T00:00:00Z,Food Science and Technology,FST3312,"[('Eric Sullivan', 'Staff')]","[('Food Science and Technology', 'Department')]","[('FST3312', 'Module')]","[{'from_type': 'Module', 'from_id': 'FST3312', 'to_type': 'Department', 'to_id': 'Food Science and Technology', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'FST3312', 'to_type': 'Staff', 'to_id': 'Eric Sullivan', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Eric Sullivan', 'to_type': 'Department', 'to_id': 'Food Science and Technology', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12820,Jennifer Soto,XXXXX226A,1990-07-07T00:00:00Z,2004-10-19T00:00:00Z,SSH School of Public Health Dean's Office,SPH5312,"[('Jennifer Soto', 'Staff')]","[(""SSH School of Public Health Dean's Office"", 'Department')]","[('SPH5312', 'Module')]","[{'from_type': 'Module', 'from_id': 'SPH5312', 'to_type': 'Department', 'to_id': ""SSH School of Public Health Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'SPH5312', 'to_type': 'Staff', 'to_id': 'Jennifer Soto', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Jennifer Soto', 'to_type': 'Department', 'to_id': ""SSH School of Public Health Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12821,Denise Mitchell,XXXXX556A,1993-02-25T00:00:00Z,2006-04-18T00:00:00Z,BIZ Dean's Office,DMB1203DAO,"[('Denise Mitchell', 'Staff')]","[(""BIZ Dean's Office"", 'Department')]","[('DMB1203DAO', 'Module')]","[{'from_type': 'Module', 'from_id': 'DMB1203DAO', 'to_type': 'Department', 'to_id': ""BIZ Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'DMB1203DAO', 'to_type': 'Staff', 'to_id': 'Denise Mitchell', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Denise Mitchell', 'to_type': 'Department', 'to_id': ""BIZ Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12822,Tiffany Gomez,XXXXX791A,1970-02-14T00:00:00Z,2003-03-14T00:00:00Z,SCALE Dean's Office,TIC4304,"[('Tiffany Gomez', 'Staff')]","[(""SCALE Dean's Office"", 'Department')]","[('TIC4304', 'Module')]","[{'from_type': 'Module', 'from_id': 'TIC4304', 'to_type': 'Department', 'to_id': ""SCALE Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'TIC4304', 'to_type': 'Staff', 'to_id': 'Tiffany Gomez', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Tiffany Gomez', 'to_type': 'Department', 'to_id': ""SCALE Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12823,Kelly Wong,XXXXX987A,1990-04-09T00:00:00Z,2011-07-31T00:00:00Z,Physiology,HSI2002,"[('Kelly Wong', 'Staff')]","[('Physiology', 'Department')]","[('HSI2002', 'Module')]","[{'from_type': 'Module', 'from_id': 'HSI2002', 'to_type': 'Department', 'to_id': 'Physiology', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'HSI2002', 'to_type': 'Staff', 'to_id': 'Kelly Wong', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Kelly Wong', 'to_type': 'Department', 'to_id': 'Physiology', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12824,Brian Campbell,XXXXX327A,1980-07-27T00:00:00Z,2005-05-22T00:00:00Z,YSTCM Dean's Office,MUA3109,"[('Brian Campbell', 'Staff')]","[(""YSTCM Dean's Office"", 'Department')]","[('MUA3109', 'Module')]","[{'from_type': 'Module', 'from_id': 'MUA3109', 'to_type': 'Department', 'to_id': ""YSTCM Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'MUA3109', 'to_type': 'Staff', 'to_id': 'Brian Campbell', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Brian Campbell', 'to_type': 'Department', 'to_id': ""YSTCM Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12825,Alison Oliver,XXXXX979A,1981-08-27T00:00:00Z,2012-12-01T00:00:00Z,YSTCM Dean's Office,GEX1022,"[('Alison Oliver', 'Staff')]","[(""YSTCM Dean's Office"", 'Department')]","[('GEX1022', 'Module')]","[{'from_type': 'Module', 'from_id': 'GEX1022', 'to_type': 'Department', 'to_id': ""YSTCM Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'GEX1022', 'to_type': 'Staff', 'to_id': 'Alison Oliver', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Alison Oliver', 'to_type': 'Department', 'to_id': ""YSTCM Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12826,Ashley Woods,XXXXX571A,1988-11-30T00:00:00Z,2007-07-15T00:00:00Z,Political Science,PS4881DHM,"[('Ashley Woods', 'Staff')]","[('Political Science', 'Department')]","[('PS4881DHM', 'Module')]","[{'from_type': 'Module', 'from_id': 'PS4881DHM', 'to_type': 'Department', 'to_id': 'Political Science', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'PS4881DHM', 'to_type': 'Staff', 'to_id': 'Ashley Woods', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Ashley Woods', 'to_type': 'Department', 'to_id': 'Political Science', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12827,Sara Mendoza,XXXXX286A,1973-10-27T00:00:00Z,2003-12-29T00:00:00Z,Social Work,SW4232,"[('Sara Mendoza', 'Staff')]","[('Social Work', 'Department')]","[('SW4232', 'Module')]","[{'from_type': 'Module', 'from_id': 'SW4232', 'to_type': 'Department', 'to_id': 'Social Work', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'SW4232', 'to_type': 'Staff', 'to_id': 'Sara Mendoza', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Sara Mendoza', 'to_type': 'Department', 'to_id': 'Social Work', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12828,William Velazquez,XXXXX438A,1978-06-14T00:00:00Z,1999-08-28T00:00:00Z,Yale-NUS College,YSS3314,"[('William Velazquez', 'Staff')]","[('Yale-NUS College', 'Department')]","[('YSS3314', 'Module')]","[{'from_type': 'Module', 'from_id': 'YSS3314', 'to_type': 'Department', 'to_id': 'Yale-NUS College', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'YSS3314', 'to_type': 'Staff', 'to_id': 'William Velazquez', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'William Velazquez', 'to_type': 'Department', 'to_id': 'Yale-NUS College', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12829,John Bishop,XXXXX851A,1994-07-05T00:00:00Z,2013-05-19T00:00:00Z,Physics,PC5221,"[('John Bishop', 'Staff')]","[('Physics', 'Department')]","[('PC5221', 'Module')]","[{'from_type': 'Module', 'from_id': 'PC5221', 'to_type': 'Department', 'to_id': 'Physics', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'PC5221', 'to_type': 'Staff', 'to_id': 'John Bishop', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'John Bishop', 'to_type': 'Department', 'to_id': 'Physics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12830,Thomas Cohen,XXXXX536A,1973-05-05T00:00:00Z,2011-08-25T00:00:00Z,History,HY2235,"[('Thomas Cohen', 'Staff')]","[('History', 'Department')]","[('HY2235', 'Module')]","[{'from_type': 'Module', 'from_id': 'HY2235', 'to_type': 'Department', 'to_id': 'History', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'HY2235', 'to_type': 'Staff', 'to_id': 'Thomas Cohen', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Thomas Cohen', 'to_type': 'Department', 'to_id': 'History', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12831,Kathryn Zuniga,XXXXX576A,1969-08-25T00:00:00Z,2010-04-25T00:00:00Z,Statistics and Data Science,UTOS2201S,"[('Kathryn Zuniga', 'Staff')]","[('Statistics and Data Science', 'Department')]","[('UTOS2201S', 'Module')]","[{'from_type': 'Module', 'from_id': 'UTOS2201S', 'to_type': 'Department', 'to_id': 'Statistics and Data Science', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'UTOS2201S', 'to_type': 'Staff', 'to_id': 'Kathryn Zuniga', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Kathryn Zuniga', 'to_type': 'Department', 'to_id': 'Statistics and Data Science', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12832,David Boyer,XXXXX464A,1981-12-02T00:00:00Z,2006-01-15T00:00:00Z,Yale-NUS College,YHU4240,"[('David Boyer', 'Staff')]","[('Yale-NUS College', 'Department')]","[('YHU4240', 'Module')]","[{'from_type': 'Module', 'from_id': 'YHU4240', 'to_type': 'Department', 'to_id': 'Yale-NUS College', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'YHU4240', 'to_type': 'Staff', 'to_id': 'David Boyer', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'David Boyer', 'to_type': 'Department', 'to_id': 'Yale-NUS College', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12833,Ashley Garrett,XXXXX907A,1987-03-26T00:00:00Z,2013-09-11T00:00:00Z,Yale-NUS College,YIR3301G,"[('Ashley Garrett', 'Staff')]","[('Yale-NUS College', 'Department')]","[('YIR3301G', 'Module')]","[{'from_type': 'Module', 'from_id': 'YIR3301G', 'to_type': 'Department', 'to_id': 'Yale-NUS College', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'YIR3301G', 'to_type': 'Staff', 'to_id': 'Ashley Garrett', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Ashley Garrett', 'to_type': 'Department', 'to_id': 'Yale-NUS College', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12834,Sarah Walker,XXXXX417A,1972-01-31T00:00:00Z,1999-10-23T00:00:00Z,Information Systems and Analytics,IS5451,"[('Sarah Walker', 'Staff')]","[('Information Systems and Analytics', 'Department')]","[('IS5451', 'Module')]","[{'from_type': 'Module', 'from_id': 'IS5451', 'to_type': 'Department', 'to_id': 'Information Systems and Analytics', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'IS5451', 'to_type': 'Staff', 'to_id': 'Sarah Walker', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Sarah Walker', 'to_type': 'Department', 'to_id': 'Information Systems and Analytics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12835,Joshua Scott,XXXXX298A,1972-09-14T00:00:00Z,2003-05-02T00:00:00Z,Computer Science,CS4242,"[('Joshua Scott', 'Staff')]","[('Computer Science', 'Department')]","[('CS4242', 'Module')]","[{'from_type': 'Module', 'from_id': 'CS4242', 'to_type': 'Department', 'to_id': 'Computer Science', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'CS4242', 'to_type': 'Staff', 'to_id': 'Joshua Scott', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Joshua Scott', 'to_type': 'Department', 'to_id': 'Computer Science', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12836,Christine Tran,XXXXX285A,1991-04-21T00:00:00Z,2012-07-26T00:00:00Z,Electrical and Computer Engineering,EE5518,"[('Christine Tran', 'Staff')]","[('Electrical and Computer Engineering', 'Department')]","[('EE5518', 'Module')]","[{'from_type': 'Module', 'from_id': 'EE5518', 'to_type': 'Department', 'to_id': 'Electrical and Computer Engineering', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'EE5518', 'to_type': 'Staff', 'to_id': 'Christine Tran', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Christine Tran', 'to_type': 'Department', 'to_id': 'Electrical and Computer Engineering', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12837,Michelle Wood,XXXXX585A,1980-08-23T00:00:00Z,2007-07-31T00:00:00Z,Civil and Environmental Engineering,CE4104,"[('Michelle Wood', 'Staff')]","[('Civil and Environmental Engineering', 'Department')]","[('CE4104', 'Module')]","[{'from_type': 'Module', 'from_id': 'CE4104', 'to_type': 'Department', 'to_id': 'Civil and Environmental Engineering', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'CE4104', 'to_type': 'Staff', 'to_id': 'Michelle Wood', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Michelle Wood', 'to_type': 'Department', 'to_id': 'Civil and Environmental Engineering', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12838,Dustin Rodriguez,XXXXX857A,1972-02-25T00:00:00Z,2008-09-16T00:00:00Z,YSTCM Dean's Office,MUL2110,"[('Dustin Rodriguez', 'Staff')]","[(""YSTCM Dean's Office"", 'Department')]","[('MUL2110', 'Module')]","[{'from_type': 'Module', 'from_id': 'MUL2110', 'to_type': 'Department', 'to_id': ""YSTCM Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'MUL2110', 'to_type': 'Staff', 'to_id': 'Dustin Rodriguez', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Dustin Rodriguez', 'to_type': 'Department', 'to_id': ""YSTCM Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12839,Casey Jones,XXXXX683A,1976-07-20T00:00:00Z,2005-12-14T00:00:00Z,LKYSPP Dean's Office,PP5906,"[('Casey Jones', 'Staff')]","[(""LKYSPP Dean's Office"", 'Department')]","[('PP5906', 'Module')]","[{'from_type': 'Module', 'from_id': 'PP5906', 'to_type': 'Department', 'to_id': ""LKYSPP Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'PP5906', 'to_type': 'Staff', 'to_id': 'Casey Jones', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Casey Jones', 'to_type': 'Department', 'to_id': ""LKYSPP Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
