Student_Name,Matric_Number,NRIC,Year,Faculties,Major,Second_Major,Modules_Completed,Grades,Student_entities,Faculty_entities,Major_entities,Module_entities
Karen Heath,A0288386H,XXXXX261Z,1,Law,Law,,"['LC1002F', 'LC1001H', 'LC1001F', 'LC1002D', 'LC1001C', 'LC1004', 'LC1016', 'LC1002C']","{'LC1002F': 'A+', 'LC1001H': 'A+', 'LC1001F': 'A-', 'LC1002D': 'C+', 'LC1001C': 'A', 'LC1004': 'C+', 'LC1016': 'B-', 'LC1002C': 'F'}","[('Karen Heath', 'STUDENT')]","[('Law', 'FACULTY')]","[('Law', 'MAJOR')]","[('LC1002F', 'MODULE'), ('LC1001H', 'MODULE'), ('LC1001F', 'MODULE'), ('LC1002D', 'MODULE'), ('LC1001C', 'MODULE'), ('LC1004', 'MODULE'), ('LC1016', 'MODULE'), ('LC1002C', 'MODULE')]"
Karen Griffin DDS,A0248002D,XXXXX723Z,1,Science,Data Science and Economics,,"['PR1154', 'HS1403S', 'GEH1050', 'MA1301X', 'LSM1301', 'HS1502', 'GET1020', 'MA1511']","{'PR1154': 'C', 'HS1403S': 'B+', 'GEH1050': 'C', 'MA1301X': 'B', 'LSM1301': 'C', 'HS1502': 'B-', 'GET1020': 'D', 'MA1511': 'B+'}","[('Karen Griffin DDS', 'STUDENT')]","[('Science', 'FACULTY')]","[('Data Science and Economics', 'MAJOR')]","[('PR1154', 'MODULE'), ('HS1403S', 'MODULE'), ('GEH1050', 'MODULE'), ('MA1301X', 'MODULE'), ('LSM1301', 'MODULE'), ('HS1502', 'MODULE'), ('GET1020', 'MODULE'), ('MA1511', 'MODULE')]"
Derrick Fernandez,A0258211U,XXXXX806Z,3,Computing,Business Analytics,Business Administration,"['BT1101', 'CP3209R', 'CS3236R', 'CP3108A', 'DMC1401', 'GEI1000', 'CS3245R', 'DMC1401CS', 'CP3111', 'CP3106', 'IT2900', 'DMC1401IS', 'CS1010S', 'CS2040', 'CS3243', 'CS2103R', 'CS3241', 'CS2102', 'CS3281', 'CS2105', 'CS3233', 'IS2238', 'CS2107', 'IS3107']","{'BT1101': 'B-', 'CP3209R': 'A-', 'CS3236R': 'D', 'CP3108A': 'B+', 'DMC1401': 'A-', 'GEI1000': 'B', 'CS3245R': 'A', 'DMC1401CS': 'C+', 'CP3111': 'C', 'CP3106': 'C', 'IT2900': 'A+', 'DMC1401IS': 'C+', 'CS1010S': 'D', 'CS2040': 'A-', 'CS3243': 'F', 'CS2103R': 'C', 'CS3241': 'C', 'CS2102': 'D', 'CS3281': 'B+', 'CS2105': 'D', 'CS3233': 'C', 'IS2238': 'D', 'CS2107': 'A+', 'IS3107': 'A+'}","[('Derrick Fernandez', 'STUDENT')]","[('Computing', 'FACULTY')]","[('Business Analytics', 'MAJOR')]","[('BT1101', 'MODULE'), ('CP3209R', 'MODULE'), ('CS3236R', 'MODULE'), ('CP3108A', 'MODULE'), ('DMC1401', 'MODULE'), ('GEI1000', 'MODULE'), ('CS3245R', 'MODULE'), ('DMC1401CS', 'MODULE'), ('CP3111', 'MODULE'), ('CP3106', 'MODULE'), ('IT2900', 'MODULE'), ('DMC1401IS', 'MODULE'), ('CS1010S', 'MODULE'), ('CS2040', 'MODULE'), ('CS3243', 'MODULE'), ('CS2103R', 'MODULE'), ('CS3241', 'MODULE'), ('CS2102', 'MODULE'), ('CS3281', 'MODULE'), ('CS2105', 'MODULE'), ('CS3233', 'MODULE'), ('IS2238', 'MODULE'), ('CS2107', 'MODULE'), ('IS3107', 'MODULE')]"
Michael Davis,A0224627K,XXXXX775Z,4,Science,Environmental Studies,,"['DSA3310', 'QF4310', 'ENV3202A', 'UTOS2002B', 'CM3313', 'MA2401', 'HS1403S', 'UTOS2001C', 'CM3289', 'FST3181', 'QF2310', 'UTOS2002', 'MA4288O', 'ENV3101', 'DSA4312', 'DMS1401CM', 'FST2313', 'HS2916', 'UTOS2201C', 'PC4288Q', 'GEH1050', 'ENV4101', 'QF3312', 'FST2204', 'GET1020', 'CM4299', 'UTOS2002C', 'SP2274', 'UTOS2002F', 'QF2312', 'DSA3311', 'LSM3288R']","{'DSA3310': 'C', 'QF4310': 'B', 'ENV3202A': 'F', 'UTOS2002B': 'B+', 'CM3313': 'C', 'MA2401': 'B-', 'HS1403S': 'B', 'UTOS2001C': 'A', 'CM3289': 'C+', 'FST3181': 'B+', 'QF2310': 'F', 'UTOS2002': 'A-', 'MA4288O': 'C', 'ENV3101': 'B-', 'DSA4312': 'B-', 'DMS1401CM': 'B', 'FST2313': 'C', 'HS2916': 'A-', 'UTOS2201C': 'B', 'PC4288Q': 'B+', 'GEH1050': 'A', 'ENV4101': 'C', 'QF3312': 'B', 'FST2204': 'B', 'GET1020': 'A', 'CM4299': 'B', 'UTOS2002C': 'C+', 'SP2274': 'A-', 'UTOS2002F': 'B+', 'QF2312': 'D', 'DSA3311': 'C+', 'LSM3288R': 'D'}","[('Michael Davis', 'STUDENT')]","[('Science', 'FACULTY')]","[('Environmental Studies', 'MAJOR')]","[('DSA3310', 'MODULE'), ('QF4310', 'MODULE'), ('ENV3202A', 'MODULE'), ('UTOS2002B', 'MODULE'), ('CM3313', 'MODULE'), ('MA2401', 'MODULE'), ('HS1403S', 'MODULE'), ('UTOS2001C', 'MODULE'), ('CM3289', 'MODULE'), ('FST3181', 'MODULE'), ('QF2310', 'MODULE'), ('UTOS2002', 'MODULE'), ('MA4288O', 'MODULE'), ('ENV3101', 'MODULE'), ('DSA4312', 'MODULE'), ('DMS1401CM', 'MODULE'), ('FST2313', 'MODULE'), ('HS2916', 'MODULE'), ('UTOS2201C', 'MODULE'), ('PC4288Q', 'MODULE'), ('GEH1050', 'MODULE'), ('ENV4101', 'MODULE'), ('QF3312', 'MODULE'), ('FST2204', 'MODULE'), ('GET1020', 'MODULE'), ('CM4299', 'MODULE'), ('UTOS2002C', 'MODULE'), ('SP2274', 'MODULE'), ('UTOS2002F', 'MODULE'), ('QF2312', 'MODULE'), ('DSA3311', 'MODULE'), ('LSM3288R', 'MODULE')]"
Jessica Hanna,A0216191Z,XXXXX837Z,2,NUS Business School,Business Administration,Life Science,"['DMB1203MKT', 'DAO1704', 'MNO1706B', 'DMB1204MKT', 'ACC1701C', 'MNO2706', 'DMB1204FIN', 'GESS1036', 'DMB1202BSP', 'MNO1706A', 'DMB1201MNO', 'GESS1018', 'RE2708', 'BPM1702', 'BPM1701', 'DMB1203FIN']","{'DMB1203MKT': 'A+', 'DAO1704': 'C+', 'MNO1706B': 'D', 'DMB1204MKT': 'A', 'ACC1701C': 'F', 'MNO2706': 'A-', 'DMB1204FIN': 'A+', 'GESS1036': 'B+', 'DMB1202BSP': 'C+', 'MNO1706A': 'B', 'DMB1201MNO': 'A+', 'GESS1018': 'A+', 'RE2708': 'A-', 'BPM1702': 'B', 'BPM1701': 'A', 'DMB1203FIN': 'A+'}","[('Jessica Hanna', 'STUDENT')]","[('NUS Business School', 'FACULTY')]","[('Business Administration', 'MAJOR')]","[('DMB1203MKT', 'MODULE'), ('DAO1704', 'MODULE'), ('MNO1706B', 'MODULE'), ('DMB1204MKT', 'MODULE'), ('ACC1701C', 'MODULE'), ('MNO2706', 'MODULE'), ('DMB1204FIN', 'MODULE'), ('GESS1036', 'MODULE'), ('DMB1202BSP', 'MODULE'), ('MNO1706A', 'MODULE'), ('DMB1201MNO', 'MODULE'), ('GESS1018', 'MODULE'), ('RE2708', 'MODULE'), ('BPM1702', 'MODULE'), ('BPM1701', 'MODULE'), ('DMB1203FIN', 'MODULE')]"
Hannah Quinn,A0228867X,XXXXX470Z,1,NUS Business School,Business Administration,,"['DMB1204FIN', 'MNO1706C', 'DMB1204DAO', 'GESS1019', 'RE1707', 'DMB1201FIN', 'DMB1202BSP', 'ACC1701D']","{'DMB1204FIN': 'A+', 'MNO1706C': 'F', 'DMB1204DAO': 'A+', 'GESS1019': 'B+', 'RE1707': 'D', 'DMB1201FIN': 'A+', 'DMB1202BSP': 'B+', 'ACC1701D': 'D'}","[('Hannah Quinn', 'STUDENT')]","[('NUS Business School', 'FACULTY')]","[('Business Administration', 'MAJOR')]","[('DMB1204FIN', 'MODULE'), ('MNO1706C', 'MODULE'), ('DMB1204DAO', 'MODULE'), ('GESS1019', 'MODULE'), ('RE1707', 'MODULE'), ('DMB1201FIN', 'MODULE'), ('DMB1202BSP', 'MODULE'), ('ACC1701D', 'MODULE')]"
Amy Smith,A0275593A,XXXXX302Z,1,College of Design and Engineering,Architecture,,"['EG1611', 'ESP1111', 'ID1114', 'DTK1234', 'IPM1103', 'ID1119', 'ID1223', 'ID1117']","{'EG1611': 'C+', 'ESP1111': 'C+', 'ID1114': 'A', 'DTK1234': 'B', 'IPM1103': 'A', 'ID1119': 'A-', 'ID1223': 'D', 'ID1117': 'B+'}","[('Amy Smith', 'STUDENT')]","[('College of Design and Engineering', 'FACULTY')]","[('Architecture', 'MAJOR')]","[('EG1611', 'MODULE'), ('ESP1111', 'MODULE'), ('ID1114', 'MODULE'), ('DTK1234', 'MODULE'), ('IPM1103', 'MODULE'), ('ID1119', 'MODULE'), ('ID1223', 'MODULE'), ('ID1117', 'MODULE')]"
Mary Gaines,A0265042E,XXXXX211Z,4,Yong Loo Lin Sch of Medicine,Medicine,,"['NUR3507', 'MIH2201', 'NUR3116C', 'MIH1102', 'NUR3119', 'NUR1125', 'NUR3504', 'NUR2124', 'ALS1010', 'NUR1114A', 'NUR2501', 'NUR3106B', 'MD1903', 'NUR3502', 'NUR1123', 'NUR3116B', 'HS2924', 'NUR3202C', 'NUR3105B', 'NUR2106B', 'NUR1113A', 'NUR1124', 'NUR3505', 'NUR2203C', 'NUR4102B', 'NUR2113', 'NUR3501', 'MIH2202', 'NUR2502', 'NUR2204C', 'NUR3204C', 'NUR3503']","{'NUR3507': 'C', 'MIH2201': 'A-', 'NUR3116C': 'A+', 'MIH1102': 'B+', 'NUR3119': 'B', 'NUR1125': 'B-', 'NUR3504': 'A', 'NUR2124': 'C+', 'ALS1010': 'B+', 'NUR1114A': 'C+', 'NUR2501': 'B', 'NUR3106B': 'A-', 'MD1903': 'F', 'NUR3502': 'B-', 'NUR1123': 'B+', 'NUR3116B': 'C+', 'HS2924': 'A-', 'NUR3202C': 'A+', 'NUR3105B': 'C', 'NUR2106B': 'D', 'NUR1113A': 'C', 'NUR1124': 'B-', 'NUR3505': 'F', 'NUR2203C': 'C+', 'NUR4102B': 'A-', 'NUR2113': 'C', 'NUR3501': 'A+', 'MIH2202': 'C+', 'NUR2502': 'D', 'NUR2204C': 'F', 'NUR3204C': 'D', 'NUR3503': 'A-'}","[('Mary Gaines', 'STUDENT')]","[('Yong Loo Lin Sch of Medicine', 'FACULTY')]","[('Medicine', 'MAJOR')]","[('NUR3507', 'MODULE'), ('MIH2201', 'MODULE'), ('NUR3116C', 'MODULE'), ('MIH1102', 'MODULE'), ('NUR3119', 'MODULE'), ('NUR1125', 'MODULE'), ('NUR3504', 'MODULE'), ('NUR2124', 'MODULE'), ('ALS1010', 'MODULE'), ('NUR1114A', 'MODULE'), ('NUR2501', 'MODULE'), ('NUR3106B', 'MODULE'), ('MD1903', 'MODULE'), ('NUR3502', 'MODULE'), ('NUR1123', 'MODULE'), ('NUR3116B', 'MODULE'), ('HS2924', 'MODULE'), ('NUR3202C', 'MODULE'), ('NUR3105B', 'MODULE'), ('NUR2106B', 'MODULE'), ('NUR1113A', 'MODULE'), ('NUR1124', 'MODULE'), ('NUR3505', 'MODULE'), ('NUR2203C', 'MODULE'), ('NUR4102B', 'MODULE'), ('NUR2113', 'MODULE'), ('NUR3501', 'MODULE'), ('MIH2202', 'MODULE'), ('NUR2502', 'MODULE'), ('NUR2204C', 'MODULE'), ('NUR3204C', 'MODULE'), ('NUR3503', 'MODULE')]"
Elizabeth Bates,A0275792I,XXXXX635Z,2,NUS Business School,Business Administration,,"['MNO1706E', 'DMB1203MNO', 'RE2704', 'BSP1702', 'BSP1703', 'DMB1202MNO', 'GESS1036', 'DMB1202ACC', 'ACC1701C', 'ACC1701B', 'DMB1204MKT', 'BPM1702', 'DAO1704X', 'DMB1203FIN', 'DMB1201DAO', 'MNO1706A']","{'MNO1706E': 'B+', 'DMB1203MNO': 'C+', 'RE2704': 'C', 'BSP1702': 'F', 'BSP1703': 'D', 'DMB1202MNO': 'B-', 'GESS1036': 'D', 'DMB1202ACC': 'B-', 'ACC1701C': 'A', 'ACC1701B': 'C', 'DMB1204MKT': 'B', 'BPM1702': 'B+', 'DAO1704X': 'A', 'DMB1203FIN': 'A', 'DMB1201DAO': 'B', 'MNO1706A': 'F'}","[('Elizabeth Bates', 'STUDENT')]","[('NUS Business School', 'FACULTY')]","[('Business Administration', 'MAJOR')]","[('MNO1706E', 'MODULE'), ('DMB1203MNO', 'MODULE'), ('RE2704', 'MODULE'), ('BSP1702', 'MODULE'), ('BSP1703', 'MODULE'), ('DMB1202MNO', 'MODULE'), ('GESS1036', 'MODULE'), ('DMB1202ACC', 'MODULE'), ('ACC1701C', 'MODULE'), ('ACC1701B', 'MODULE'), ('DMB1204MKT', 'MODULE'), ('BPM1702', 'MODULE'), ('DAO1704X', 'MODULE'), ('DMB1203FIN', 'MODULE'), ('DMB1201DAO', 'MODULE'), ('MNO1706A', 'MODULE')]"
Taylor Donovan,A0291516M,XXXXX559Z,2,Yong Loo Lin Sch of Medicine,Nursing,,"['NUR1114A', 'GET1022', 'NUR2124', 'GEH1043', 'NUR2106B', 'NUR2441A', 'NUR1108C', 'NUR1107B', 'MD1903', 'NUR1202C', 'MIH2201', 'NUR1113A', 'NUR2500', 'HS2924', 'NUR2502', 'ALS1010']","{'NUR1114A': 'C+', 'GET1022': 'C+', 'NUR2124': 'A', 'GEH1043': 'B+', 'NUR2106B': 'C+', 'NUR2441A': 'A+', 'NUR1108C': 'C', 'NUR1107B': 'A', 'MD1903': 'D', 'NUR1202C': 'A+', 'MIH2201': 'A', 'NUR1113A': 'C', 'NUR2500': 'C+', 'HS2924': 'A+', 'NUR2502': 'C+', 'ALS1010': 'A+'}","[('Taylor Donovan', 'STUDENT')]","[('Yong Loo Lin Sch of Medicine', 'FACULTY')]","[('Nursing', 'MAJOR')]","[('NUR1114A', 'MODULE'), ('GET1022', 'MODULE'), ('NUR2124', 'MODULE'), ('GEH1043', 'MODULE'), ('NUR2106B', 'MODULE'), ('NUR2441A', 'MODULE'), ('NUR1108C', 'MODULE'), ('NUR1107B', 'MODULE'), ('MD1903', 'MODULE'), ('NUR1202C', 'MODULE'), ('MIH2201', 'MODULE'), ('NUR1113A', 'MODULE'), ('NUR2500', 'MODULE'), ('HS2924', 'MODULE'), ('NUR2502', 'MODULE'), ('ALS1010', 'MODULE')]"
Bethany Terry,A0289227U,XXXXX812Z,2,Computing,Business Analytics,,"['CS1101S', 'CS2040S', 'CS2113', 'BT1101', 'CS2103R', 'CP1008', 'CS2309', 'CS2030S', 'IS1128', 'IS2238', 'CS2104', 'IS1108', 'CS2105', 'IT2900', 'IS2103', 'CP2201']","{'CS1101S': 'A+', 'CS2040S': 'A', 'CS2113': 'A+', 'BT1101': 'B', 'CS2103R': 'A', 'CP1008': 'B-', 'CS2309': 'C', 'CS2030S': 'A-', 'IS1128': 'A', 'IS2238': 'C+', 'CS2104': 'B', 'IS1108': 'C+', 'CS2105': 'D', 'IT2900': 'C', 'IS2103': 'B', 'CP2201': 'C+'}","[('Bethany Terry', 'STUDENT')]","[('Computing', 'FACULTY')]","[('Business Analytics', 'MAJOR')]","[('CS1101S', 'MODULE'), ('CS2040S', 'MODULE'), ('CS2113', 'MODULE'), ('BT1101', 'MODULE'), ('CS2103R', 'MODULE'), ('CP1008', 'MODULE'), ('CS2309', 'MODULE'), ('CS2030S', 'MODULE'), ('IS1128', 'MODULE'), ('IS2238', 'MODULE'), ('CS2104', 'MODULE'), ('IS1108', 'MODULE'), ('CS2105', 'MODULE'), ('IT2900', 'MODULE'), ('IS2103', 'MODULE'), ('CP2201', 'MODULE')]"
Kimberly Diaz,A0291087N,XXXXX794Z,1,College of Design and Engineering,Landscape Architecture,,"['IPM1103', 'ID1116', 'GESS1014', 'EE1111B', 'LAD1004', 'EE1111A', 'ID1117', 'EG1311']","{'IPM1103': 'C', 'ID1116': 'C+', 'GESS1014': 'A+', 'EE1111B': 'C', 'LAD1004': 'A-', 'EE1111A': 'B+', 'ID1117': 'F', 'EG1311': 'C'}","[('Kimberly Diaz', 'STUDENT')]","[('College of Design and Engineering', 'FACULTY')]","[('Landscape Architecture', 'MAJOR')]","[('IPM1103', 'MODULE'), ('ID1116', 'MODULE'), ('GESS1014', 'MODULE'), ('EE1111B', 'MODULE'), ('LAD1004', 'MODULE'), ('EE1111A', 'MODULE'), ('ID1117', 'MODULE'), ('EG1311', 'MODULE')]"
Stacey Martinez,A0281307R,XXXXX929Z,4,College of Design and Engineering,Electrical Engineering,,"['LAD3001', 'ID2119', 'PF4101', 'ME4262', 'PF3502', 'BN2204', 'MLE3111A', 'IPM2104', 'UTOD2002', 'BN2403', 'MLE3112', 'IE1111R', 'AR1329', 'ME2102', 'CDE2000', 'MLE4217', 'ID2322', 'PF4502', 'ESE3101', 'PF3306', 'LAD2004', 'ID2041', 'CDE2212', 'ESE2102', 'IPM4103', 'CDE2501', 'CDE2701B', 'BN4301', 'IE4242', 'EE4509', 'AR1328A', 'EE2111A']","{'LAD3001': 'A', 'ID2119': 'B', 'PF4101': 'B+', 'ME4262': 'B', 'PF3502': 'A-', 'BN2204': 'B-', 'MLE3111A': 'B-', 'IPM2104': 'B-', 'UTOD2002': 'C', 'BN2403': 'C+', 'MLE3112': 'A', 'IE1111R': 'D', 'AR1329': 'A+', 'ME2102': 'C', 'CDE2000': 'B', 'MLE4217': 'A', 'ID2322': 'B-', 'PF4502': 'C', 'ESE3101': 'B+', 'PF3306': 'C+', 'LAD2004': 'B', 'ID2041': 'D', 'CDE2212': 'A-', 'ESE2102': 'F', 'IPM4103': 'D', 'CDE2501': 'B-', 'CDE2701B': 'F', 'BN4301': 'C', 'IE4242': 'B-', 'EE4509': 'B-', 'AR1328A': 'B-', 'EE2111A': 'C'}","[('Stacey Martinez', 'STUDENT')]","[('College of Design and Engineering', 'FACULTY')]","[('Electrical Engineering', 'MAJOR')]","[('LAD3001', 'MODULE'), ('ID2119', 'MODULE'), ('PF4101', 'MODULE'), ('ME4262', 'MODULE'), ('PF3502', 'MODULE'), ('BN2204', 'MODULE'), ('MLE3111A', 'MODULE'), ('IPM2104', 'MODULE'), ('UTOD2002', 'MODULE'), ('BN2403', 'MODULE'), ('MLE3112', 'MODULE'), ('IE1111R', 'MODULE'), ('AR1329', 'MODULE'), ('ME2102', 'MODULE'), ('CDE2000', 'MODULE'), ('MLE4217', 'MODULE'), ('ID2322', 'MODULE'), ('PF4502', 'MODULE'), ('ESE3101', 'MODULE'), ('PF3306', 'MODULE'), ('LAD2004', 'MODULE'), ('ID2041', 'MODULE'), ('CDE2212', 'MODULE'), ('ESE2102', 'MODULE'), ('IPM4103', 'MODULE'), ('CDE2501', 'MODULE'), ('CDE2701B', 'MODULE'), ('BN4301', 'MODULE'), ('IE4242', 'MODULE'), ('EE4509', 'MODULE'), ('AR1328A', 'MODULE'), ('EE2111A', 'MODULE')]"
Gary Solomon,A0207697Z,XXXXX960Z,4,Law,Law,,"['LC1002B', 'LL4349V', 'LL4070V', 'LL4518', 'LL4327V', 'LL4361Z', 'LL4111V', 'LL4287V', 'LL4433V', 'LL4360Z', 'LL4094V', 'LL4009V', 'LL4364V', 'LC1002C', 'LL4292V', 'LL4515', 'LC1001F', 'LL4060V', 'LL4030V', 'LC1003', 'LL4099', 'LL4012', 'LL4496V', 'LL4029AV', 'LC1002A', 'LL4285V', 'LL4094FV', 'LL4033V', 'LL4188V', 'LC2008F', 'LC2006F', 'LL4342V']","{'LC1002B': 'F', 'LL4349V': 'F', 'LL4070V': 'D', 'LL4518': 'C', 'LL4327V': 'B-', 'LL4361Z': 'C', 'LL4111V': 'A+', 'LL4287V': 'A+', 'LL4433V': 'A-', 'LL4360Z': 'A+', 'LL4094V': 'B-', 'LL4009V': 'B', 'LL4364V': 'F', 'LC1002C': 'C+', 'LL4292V': 'B-', 'LL4515': 'C+', 'LC1001F': 'A', 'LL4060V': 'A-', 'LL4030V': 'B', 'LC1003': 'B', 'LL4099': 'D', 'LL4012': 'B', 'LL4496V': 'B-', 'LL4029AV': 'D', 'LC1002A': 'A', 'LL4285V': 'A-', 'LL4094FV': 'C', 'LL4033V': 'B+', 'LL4188V': 'B', 'LC2008F': 'A+', 'LC2006F': 'A', 'LL4342V': 'B-'}","[('Gary Solomon', 'STUDENT')]","[('Law', 'FACULTY')]","[('Law', 'MAJOR')]","[('LC1002B', 'MODULE'), ('LL4349V', 'MODULE'), ('LL4070V', 'MODULE'), ('LL4518', 'MODULE'), ('LL4327V', 'MODULE'), ('LL4361Z', 'MODULE'), ('LL4111V', 'MODULE'), ('LL4287V', 'MODULE'), ('LL4433V', 'MODULE'), ('LL4360Z', 'MODULE'), ('LL4094V', 'MODULE'), ('LL4009V', 'MODULE'), ('LL4364V', 'MODULE'), ('LC1002C', 'MODULE'), ('LL4292V', 'MODULE'), ('LL4515', 'MODULE'), ('LC1001F', 'MODULE'), ('LL4060V', 'MODULE'), ('LL4030V', 'MODULE'), ('LC1003', 'MODULE'), ('LL4099', 'MODULE'), ('LL4012', 'MODULE'), ('LL4496V', 'MODULE'), ('LL4029AV', 'MODULE'), ('LC1002A', 'MODULE'), ('LL4285V', 'MODULE'), ('LL4094FV', 'MODULE'), ('LL4033V', 'MODULE'), ('LL4188V', 'MODULE'), ('LC2008F', 'MODULE'), ('LC2006F', 'MODULE'), ('LL4342V', 'MODULE')]"
Patrick Bates,A0203385A,XXXXX944Z,1,Science,Data Science and Analytics,,"['HS1501', 'CM1417', 'HS1402S', 'DMS1401CM', 'HS1401S', 'CM1102', 'PHS1101', 'PR1152']","{'HS1501': 'B', 'CM1417': 'D', 'HS1402S': 'B+', 'DMS1401CM': 'B', 'HS1401S': 'D', 'CM1102': 'C+', 'PHS1101': 'F', 'PR1152': 'A'}","[('Patrick Bates', 'STUDENT')]","[('Science', 'FACULTY')]","[('Data Science and Analytics', 'MAJOR')]","[('HS1501', 'MODULE'), ('CM1417', 'MODULE'), ('HS1402S', 'MODULE'), ('DMS1401CM', 'MODULE'), ('HS1401S', 'MODULE'), ('CM1102', 'MODULE'), ('PHS1101', 'MODULE'), ('PR1152', 'MODULE')]"
Michael Holloway,A0227858Y,XXXXX710Z,4,Arts and Social Science,Geography,,"['TS4218HM', 'GEX1000', 'NM4242', 'GEN2007', 'PE4402E', 'HY3226', 'ASP1201MS', 'NM4230HM', 'NM4259HM', 'SC4205', 'SN3282', 'SE3226', 'CH3248', 'GEC1048', 'EN4222HM', 'MS3214', 'PS4881D', 'PS4881B', 'SE3222', 'SC3213', 'SC2101', 'PS4322HM', 'GE4235HM', 'GET1041', 'GE2101', 'GES1034', 'PS4882D', 'CH4660', 'AN4201', 'GEC1020', 'PL4660HM', 'NM3205']","{'TS4218HM': 'A', 'GEX1000': 'B+', 'NM4242': 'B', 'GEN2007': 'D', 'PE4402E': 'B', 'HY3226': 'B', 'ASP1201MS': 'B', 'NM4230HM': 'C+', 'NM4259HM': 'B-', 'SC4205': 'B-', 'SN3282': 'C+', 'SE3226': 'A-', 'CH3248': 'B', 'GEC1048': 'A-', 'EN4222HM': 'B+', 'MS3214': 'B', 'PS4881D': 'A+', 'PS4881B': 'B', 'SE3222': 'C', 'SC3213': 'C', 'SC2101': 'D', 'PS4322HM': 'C+', 'GE4235HM': 'A+', 'GET1041': 'A-', 'GE2101': 'A+', 'GES1034': 'C+', 'PS4882D': 'F', 'CH4660': 'A', 'AN4201': 'F', 'GEC1020': 'F', 'PL4660HM': 'C+', 'NM3205': 'A+'}","[('Michael Holloway', 'STUDENT')]","[('Arts and Social Science', 'FACULTY')]","[('Geography', 'MAJOR')]","[('TS4218HM', 'MODULE'), ('GEX1000', 'MODULE'), ('NM4242', 'MODULE'), ('GEN2007', 'MODULE'), ('PE4402E', 'MODULE'), ('HY3226', 'MODULE'), ('ASP1201MS', 'MODULE'), ('NM4230HM', 'MODULE'), ('NM4259HM', 'MODULE'), ('SC4205', 'MODULE'), ('SN3282', 'MODULE'), ('SE3226', 'MODULE'), ('CH3248', 'MODULE'), ('GEC1048', 'MODULE'), ('EN4222HM', 'MODULE'), ('MS3214', 'MODULE'), ('PS4881D', 'MODULE'), ('PS4881B', 'MODULE'), ('SE3222', 'MODULE'), ('SC3213', 'MODULE'), ('SC2101', 'MODULE'), ('PS4322HM', 'MODULE'), ('GE4235HM', 'MODULE'), ('GET1041', 'MODULE'), ('GE2101', 'MODULE'), ('GES1034', 'MODULE'), ('PS4882D', 'MODULE'), ('CH4660', 'MODULE'), ('AN4201', 'MODULE'), ('GEC1020', 'MODULE'), ('PL4660HM', 'MODULE'), ('NM3205', 'MODULE')]"
John Gould,A0238754M,XXXXX438Z,2,Arts and Social Science,History,Business Administration,"['PS2258', 'GEH1013', 'PS1101E', 'GESS1024', 'LAH1201', 'MS2217', 'GE2215', 'GEC1020', 'GEC1050', 'CH1101E', 'CL2101', 'TS2243', 'GEX1023', 'PH2204', 'GEC1017', 'HS2908']","{'PS2258': 'A', 'GEH1013': 'D', 'PS1101E': 'A', 'GESS1024': 'C+', 'LAH1201': 'B', 'MS2217': 'B', 'GE2215': 'A+', 'GEC1020': 'B', 'GEC1050': 'B+', 'CH1101E': 'B', 'CL2101': 'C', 'TS2243': 'B-', 'GEX1023': 'C+', 'PH2204': 'A', 'GEC1017': 'B+', 'HS2908': 'B+'}","[('John Gould', 'STUDENT')]","[('Arts and Social Science', 'FACULTY')]","[('History', 'MAJOR')]","[('PS2258', 'MODULE'), ('GEH1013', 'MODULE'), ('PS1101E', 'MODULE'), ('GESS1024', 'MODULE'), ('LAH1201', 'MODULE'), ('MS2217', 'MODULE'), ('GE2215', 'MODULE'), ('GEC1020', 'MODULE'), ('GEC1050', 'MODULE'), ('CH1101E', 'MODULE'), ('CL2101', 'MODULE'), ('TS2243', 'MODULE'), ('GEX1023', 'MODULE'), ('PH2204', 'MODULE'), ('GEC1017', 'MODULE'), ('HS2908', 'MODULE')]"
Dustin Ford,A0248310I,XXXXX599Z,2,NUS Business School,Business Administration,,"['BSP1702', 'ACC1701A', 'DMB1204MKT', 'RE1901', 'DMB1203FIN', 'DMB1201ACC', 'GESS1019', 'DAO1704', 'DAO2702', 'RE1707', 'MKT1705D', 'DMB1201MKT', 'DMB1203MKT', 'MNO1706D', 'MKT1705B', 'DMB1202ACC']","{'BSP1702': 'A-', 'ACC1701A': 'A-', 'DMB1204MKT': 'B', 'RE1901': 'D', 'DMB1203FIN': 'C', 'DMB1201ACC': 'A-', 'GESS1019': 'B-', 'DAO1704': 'A', 'DAO2702': 'F', 'RE1707': 'B-', 'MKT1705D': 'F', 'DMB1201MKT': 'B-', 'DMB1203MKT': 'B+', 'MNO1706D': 'C', 'MKT1705B': 'D', 'DMB1202ACC': 'D'}","[('Dustin Ford', 'STUDENT')]","[('NUS Business School', 'FACULTY')]","[('Business Administration', 'MAJOR')]","[('BSP1702', 'MODULE'), ('ACC1701A', 'MODULE'), ('DMB1204MKT', 'MODULE'), ('RE1901', 'MODULE'), ('DMB1203FIN', 'MODULE'), ('DMB1201ACC', 'MODULE'), ('GESS1019', 'MODULE'), ('DAO1704', 'MODULE'), ('DAO2702', 'MODULE'), ('RE1707', 'MODULE'), ('MKT1705D', 'MODULE'), ('DMB1201MKT', 'MODULE'), ('DMB1203MKT', 'MODULE'), ('MNO1706D', 'MODULE'), ('MKT1705B', 'MODULE'), ('DMB1202ACC', 'MODULE')]"
