Employee ID,Employee Name,NRIC,DOB,DOJ,Department,Modules Taught,staff_entities,department_entities,module_entities,relationships
NUSPF12875,Elizabeth Love,XXXXX667A,1982-04-14T00:00:00Z,2005-04-14T00:00:00Z,History,GES1012,"[('Elizabeth Love', 'STAFF')]","[('History', 'DEPARTMENT')]","[('GES1012', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'GES1012', 'to_type': 'DEPARTMENT', 'to_id': 'History', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'GES1012', 'to_type': 'STAFF', 'to_id': 'Elizabeth Love', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Elizabeth Love', 'to_type': 'DEPARTMENT', 'to_id': 'History', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12876,Michelle Freeman,XXXXX626A,1972-05-03T00:00:00Z,2002-04-28T00:00:00Z,FoL Dean's Office,LL5043,"[('Michelle Freeman', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LL5043', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'LL5043', 'to_type': 'DEPARTMENT', 'to_id': ""FoL Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'LL5043', 'to_type': 'STAFF', 'to_id': 'Michelle Freeman', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Michelle Freeman', 'to_type': 'DEPARTMENT', 'to_id': ""FoL Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12877,Krista Jacobs,XXXXX954A,1977-01-01T00:00:00Z,2012-05-16T00:00:00Z,Psychology,PL4251HM,"[('Krista Jacobs', 'STAFF')]","[('Psychology', 'DEPARTMENT')]","[('PL4251HM', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'PL4251HM', 'to_type': 'DEPARTMENT', 'to_id': 'Psychology', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'PL4251HM', 'to_type': 'STAFF', 'to_id': 'Krista Jacobs', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Krista Jacobs', 'to_type': 'DEPARTMENT', 'to_id': 'Psychology', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12878,William Erickson,XXXXX881A,1981-05-13T00:00:00Z,2000-03-16T00:00:00Z,Chinese Studies,CHC5307,"[('William Erickson', 'STAFF')]","[('Chinese Studies', 'DEPARTMENT')]","[('CHC5307', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'CHC5307', 'to_type': 'DEPARTMENT', 'to_id': 'Chinese Studies', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'CHC5307', 'to_type': 'STAFF', 'to_id': 'William Erickson', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'William Erickson', 'to_type': 'DEPARTMENT', 'to_id': 'Chinese Studies', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12879,Kenneth Ruiz MD,XXXXX881A,1977-02-10T00:00:00Z,2008-04-18T00:00:00Z,Physics,HSI2013,"[('Kenneth Ruiz MD', 'STAFF')]","[('Physics', 'DEPARTMENT')]","[('HSI2013', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'HSI2013', 'to_type': 'DEPARTMENT', 'to_id': 'Physics', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'HSI2013', 'to_type': 'STAFF', 'to_id': 'Kenneth Ruiz MD', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Kenneth Ruiz MD', 'to_type': 'DEPARTMENT', 'to_id': 'Physics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12880,Jamie Kirk,XXXXX900A,1980-07-27T00:00:00Z,2005-01-06T00:00:00Z,Geography,GEH1022,"[('Jamie Kirk', 'STAFF')]","[('Geography', 'DEPARTMENT')]","[('GEH1022', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'GEH1022', 'to_type': 'DEPARTMENT', 'to_id': 'Geography', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'GEH1022', 'to_type': 'STAFF', 'to_id': 'Jamie Kirk', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Jamie Kirk', 'to_type': 'DEPARTMENT', 'to_id': 'Geography', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12881,Valerie Zavala,XXXXX854A,1990-10-06T00:00:00Z,2010-09-22T00:00:00Z,Division of Graduate Medical Studies,AUD5115,"[('Valerie Zavala', 'STAFF')]","[('Division of Graduate Medical Studies', 'DEPARTMENT')]","[('AUD5115', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'AUD5115', 'to_type': 'DEPARTMENT', 'to_id': 'Division of Graduate Medical Studies', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'AUD5115', 'to_type': 'STAFF', 'to_id': 'Valerie Zavala', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Valerie Zavala', 'to_type': 'DEPARTMENT', 'to_id': 'Division of Graduate Medical Studies', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12882,Deanna Johnson,XXXXX901A,1984-02-23T00:00:00Z,2000-01-05T00:00:00Z,FoS Dean's Office,SP2201,"[('Deanna Johnson', 'STAFF')]","[(""FoS Dean's Office"", 'DEPARTMENT')]","[('SP2201', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'SP2201', 'to_type': 'DEPARTMENT', 'to_id': ""FoS Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'SP2201', 'to_type': 'STAFF', 'to_id': 'Deanna Johnson', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Deanna Johnson', 'to_type': 'DEPARTMENT', 'to_id': ""FoS Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12883,Christopher Cummings,XXXXX845A,1979-12-09T00:00:00Z,2002-11-09T00:00:00Z,BIZ Dean's Office,BMA5539,"[('Christopher Cummings', 'STAFF')]","[(""BIZ Dean's Office"", 'DEPARTMENT')]","[('BMA5539', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'BMA5539', 'to_type': 'DEPARTMENT', 'to_id': ""BIZ Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'BMA5539', 'to_type': 'STAFF', 'to_id': 'Christopher Cummings', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Christopher Cummings', 'to_type': 'DEPARTMENT', 'to_id': ""BIZ Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12884,Lisa Carrillo,XXXXX687A,1991-12-28T00:00:00Z,2001-04-05T00:00:00Z,Computer Science,CS4239,"[('Lisa Carrillo', 'STAFF')]","[('Computer Science', 'DEPARTMENT')]","[('CS4239', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'CS4239', 'to_type': 'DEPARTMENT', 'to_id': 'Computer Science', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'CS4239', 'to_type': 'STAFF', 'to_id': 'Lisa Carrillo', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Lisa Carrillo', 'to_type': 'DEPARTMENT', 'to_id': 'Computer Science', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12885,Katie Butler,XXXXX580A,1979-06-30T00:00:00Z,2014-04-27T00:00:00Z,PharmacyandPharmaceuticalScience,PR5134,"[('Katie Butler', 'STAFF')]","[('PharmacyandPharmaceuticalScience', 'DEPARTMENT')]","[('PR5134', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'PR5134', 'to_type': 'DEPARTMENT', 'to_id': 'PharmacyandPharmaceuticalScience', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'PR5134', 'to_type': 'STAFF', 'to_id': 'Katie Butler', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Katie Butler', 'to_type': 'DEPARTMENT', 'to_id': 'PharmacyandPharmaceuticalScience', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12886,Jennifer Pollard,XXXXX696A,1993-01-09T00:00:00Z,2004-02-07T00:00:00Z,Center for Engl Lang Comms,UTW1001T,"[('Jennifer Pollard', 'STAFF')]","[('Center for Engl Lang Comms', 'DEPARTMENT')]","[('UTW1001T', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'UTW1001T', 'to_type': 'DEPARTMENT', 'to_id': 'Center for Engl Lang Comms', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'UTW1001T', 'to_type': 'STAFF', 'to_id': 'Jennifer Pollard', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Jennifer Pollard', 'to_type': 'DEPARTMENT', 'to_id': 'Center for Engl Lang Comms', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12887,Alexis Brooks,XXXXX254A,1979-12-28T00:00:00Z,2011-10-23T00:00:00Z,Yale-NUS College,YHU2268,"[('Alexis Brooks', 'STAFF')]","[('Yale-NUS College', 'DEPARTMENT')]","[('YHU2268', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'YHU2268', 'to_type': 'DEPARTMENT', 'to_id': 'Yale-NUS College', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'YHU2268', 'to_type': 'STAFF', 'to_id': 'Alexis Brooks', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Alexis Brooks', 'to_type': 'DEPARTMENT', 'to_id': 'Yale-NUS College', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12888,Mark Bradshaw,XXXXX270A,1980-06-14T00:00:00Z,1999-07-20T00:00:00Z,English,TPS5203,"[('Mark Bradshaw', 'STAFF')]","[('English', 'DEPARTMENT')]","[('TPS5203', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'TPS5203', 'to_type': 'DEPARTMENT', 'to_id': 'English', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'TPS5203', 'to_type': 'STAFF', 'to_id': 'Mark Bradshaw', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Mark Bradshaw', 'to_type': 'DEPARTMENT', 'to_id': 'English', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12889,Cynthia Nelson,XXXXX135A,1987-07-26T00:00:00Z,2004-12-29T00:00:00Z,Built Environment,PF2102,"[('Cynthia Nelson', 'STAFF')]","[('Built Environment', 'DEPARTMENT')]","[('PF2102', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'PF2102', 'to_type': 'DEPARTMENT', 'to_id': 'Built Environment', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'PF2102', 'to_type': 'STAFF', 'to_id': 'Cynthia Nelson', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Cynthia Nelson', 'to_type': 'DEPARTMENT', 'to_id': 'Built Environment', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12890,Tiffany Gonzalez,XXXXX347A,1974-12-21T00:00:00Z,2002-08-27T00:00:00Z,Economics,EC2205,"[('Tiffany Gonzalez', 'STAFF')]","[('Economics', 'DEPARTMENT')]","[('EC2205', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'EC2205', 'to_type': 'DEPARTMENT', 'to_id': 'Economics', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'EC2205', 'to_type': 'STAFF', 'to_id': 'Tiffany Gonzalez', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Tiffany Gonzalez', 'to_type': 'DEPARTMENT', 'to_id': 'Economics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12891,Christopher Nolan,XXXXX917A,1984-08-12T00:00:00Z,2009-09-01T00:00:00Z,Yale-NUS College,YSS3259,"[('Christopher Nolan', 'STAFF')]","[('Yale-NUS College', 'DEPARTMENT')]","[('YSS3259', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'YSS3259', 'to_type': 'DEPARTMENT', 'to_id': 'Yale-NUS College', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'YSS3259', 'to_type': 'STAFF', 'to_id': 'Christopher Nolan', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Christopher Nolan', 'to_type': 'DEPARTMENT', 'to_id': 'Yale-NUS College', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12892,Timothy Brown,XXXXX902A,1992-10-02T00:00:00Z,2010-01-28T00:00:00Z,Yale-NUS College,YIR3301,"[('Timothy Brown', 'STAFF')]","[('Yale-NUS College', 'DEPARTMENT')]","[('YIR3301', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'YIR3301', 'to_type': 'DEPARTMENT', 'to_id': 'Yale-NUS College', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'YIR3301', 'to_type': 'STAFF', 'to_id': 'Timothy Brown', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Timothy Brown', 'to_type': 'DEPARTMENT', 'to_id': 'Yale-NUS College', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12893,Mark Cook,XXXXX193A,1992-11-25T00:00:00Z,2008-06-10T00:00:00Z,History,HY4205HM,"[('Mark Cook', 'STAFF')]","[('History', 'DEPARTMENT')]","[('HY4205HM', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'HY4205HM', 'to_type': 'DEPARTMENT', 'to_id': 'History', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'HY4205HM', 'to_type': 'STAFF', 'to_id': 'Mark Cook', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Mark Cook', 'to_type': 'DEPARTMENT', 'to_id': 'History', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12894,Benjamin Martin,XXXXX195A,1972-04-24T00:00:00Z,2011-05-06T00:00:00Z,Duke-NUS Dean's Office,GMS5701,"[('Benjamin Martin', 'STAFF')]","[(""Duke-NUS Dean's Office"", 'DEPARTMENT')]","[('GMS5701', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'GMS5701', 'to_type': 'DEPARTMENT', 'to_id': ""Duke-NUS Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'GMS5701', 'to_type': 'STAFF', 'to_id': 'Benjamin Martin', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Benjamin Martin', 'to_type': 'DEPARTMENT', 'to_id': ""Duke-NUS Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12895,Adam Hogan,XXXXX768A,1970-04-25T00:00:00Z,2007-04-15T00:00:00Z,Communications and New Media,ACE5401,"[('Adam Hogan', 'STAFF')]","[('Communications and New Media', 'DEPARTMENT')]","[('ACE5401', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'ACE5401', 'to_type': 'DEPARTMENT', 'to_id': 'Communications and New Media', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'ACE5401', 'to_type': 'STAFF', 'to_id': 'Adam Hogan', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Adam Hogan', 'to_type': 'DEPARTMENT', 'to_id': 'Communications and New Media', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12896,Erin Swanson,XXXXX821A,1992-10-02T00:00:00Z,2005-09-21T00:00:00Z,Yale-NUS College,YSC2244,"[('Erin Swanson', 'STAFF')]","[('Yale-NUS College', 'DEPARTMENT')]","[('YSC2244', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'YSC2244', 'to_type': 'DEPARTMENT', 'to_id': 'Yale-NUS College', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'YSC2244', 'to_type': 'STAFF', 'to_id': 'Erin Swanson', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Erin Swanson', 'to_type': 'DEPARTMENT', 'to_id': 'Yale-NUS College', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12897,Dawn Vega,XXXXX623A,1983-04-03T00:00:00Z,2007-08-22T00:00:00Z,Psychology,PL4219HM,"[('Dawn Vega', 'STAFF')]","[('Psychology', 'DEPARTMENT')]","[('PL4219HM', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'PL4219HM', 'to_type': 'DEPARTMENT', 'to_id': 'Psychology', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'PL4219HM', 'to_type': 'STAFF', 'to_id': 'Dawn Vega', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Dawn Vega', 'to_type': 'DEPARTMENT', 'to_id': 'Psychology', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12898,Sheila Jackson,XXXXX792A,1994-06-26T00:00:00Z,2001-04-23T00:00:00Z,Electrical and Computer Engineering,EE5002,"[('Sheila Jackson', 'STAFF')]","[('Electrical and Computer Engineering', 'DEPARTMENT')]","[('EE5002', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'EE5002', 'to_type': 'DEPARTMENT', 'to_id': 'Electrical and Computer Engineering', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'EE5002', 'to_type': 'STAFF', 'to_id': 'Sheila Jackson', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Sheila Jackson', 'to_type': 'DEPARTMENT', 'to_id': 'Electrical and Computer Engineering', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12899,Mary Fernandez,XXXXX426A,1982-07-10T00:00:00Z,2001-02-24T00:00:00Z,Division of Graduate Medical Studies,HM5107,"[('Mary Fernandez', 'STAFF')]","[('Division of Graduate Medical Studies', 'DEPARTMENT')]","[('HM5107', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'HM5107', 'to_type': 'DEPARTMENT', 'to_id': 'Division of Graduate Medical Studies', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'HM5107', 'to_type': 'STAFF', 'to_id': 'Mary Fernandez', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Mary Fernandez', 'to_type': 'DEPARTMENT', 'to_id': 'Division of Graduate Medical Studies', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12900,Duane Rubio,XXXXX480A,1992-02-01T00:00:00Z,2001-09-18T00:00:00Z,Social Work,SW3103C,"[('Duane Rubio', 'STAFF')]","[('Social Work', 'DEPARTMENT')]","[('SW3103C', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'SW3103C', 'to_type': 'DEPARTMENT', 'to_id': 'Social Work', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'SW3103C', 'to_type': 'STAFF', 'to_id': 'Duane Rubio', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Duane Rubio', 'to_type': 'DEPARTMENT', 'to_id': 'Social Work', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12901,Vanessa Gutierrez,XXXXX794A,1971-12-30T00:00:00Z,2005-10-24T00:00:00Z,Civil and Environmental Engineering,ESE5003,"[('Vanessa Gutierrez', 'STAFF')]","[('Civil and Environmental Engineering', 'DEPARTMENT')]","[('ESE5003', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'ESE5003', 'to_type': 'DEPARTMENT', 'to_id': 'Civil and Environmental Engineering', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'ESE5003', 'to_type': 'STAFF', 'to_id': 'Vanessa Gutierrez', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Vanessa Gutierrez', 'to_type': 'DEPARTMENT', 'to_id': 'Civil and Environmental Engineering', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12902,Shelly Steele,XXXXX860A,1987-01-11T00:00:00Z,2003-09-24T00:00:00Z,FoL Dean's Office,LC1002I,"[('Shelly Steele', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LC1002I', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'LC1002I', 'to_type': 'DEPARTMENT', 'to_id': ""FoL Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'LC1002I', 'to_type': 'STAFF', 'to_id': 'Shelly Steele', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Shelly Steele', 'to_type': 'DEPARTMENT', 'to_id': ""FoL Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12903,Pamela Nash,XXXXX901A,1988-10-24T00:00:00Z,2009-04-02T00:00:00Z,Food Science and Technology,FST4312,"[('Pamela Nash', 'STAFF')]","[('Food Science and Technology', 'DEPARTMENT')]","[('FST4312', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'FST4312', 'to_type': 'DEPARTMENT', 'to_id': 'Food Science and Technology', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'FST4312', 'to_type': 'STAFF', 'to_id': 'Pamela Nash', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Pamela Nash', 'to_type': 'DEPARTMENT', 'to_id': 'Food Science and Technology', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12904,George Watts,XXXXX892A,1972-06-03T00:00:00Z,2007-06-24T00:00:00Z,Japanese Studies,JSC5302,"[('George Watts', 'STAFF')]","[('Japanese Studies', 'DEPARTMENT')]","[('JSC5302', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'JSC5302', 'to_type': 'DEPARTMENT', 'to_id': 'Japanese Studies', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'JSC5302', 'to_type': 'STAFF', 'to_id': 'George Watts', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'George Watts', 'to_type': 'DEPARTMENT', 'to_id': 'Japanese Studies', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12905,Steven Pope Jr.,XXXXX588A,1988-09-19T00:00:00Z,2009-08-27T00:00:00Z,Biological Sciences,BL5202A,"[('Steven Pope Jr.', 'STAFF')]","[('Biological Sciences', 'DEPARTMENT')]","[('BL5202A', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'BL5202A', 'to_type': 'DEPARTMENT', 'to_id': 'Biological Sciences', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'BL5202A', 'to_type': 'STAFF', 'to_id': 'Steven Pope Jr.', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Steven Pope Jr.', 'to_type': 'DEPARTMENT', 'to_id': 'Biological Sciences', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12906,Spencer Schultz,XXXXX630A,1978-07-17T00:00:00Z,2004-05-18T00:00:00Z,Centre for Language Studies,LAJ1201,"[('Spencer Schultz', 'STAFF')]","[('Centre for Language Studies', 'DEPARTMENT')]","[('LAJ1201', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'LAJ1201', 'to_type': 'DEPARTMENT', 'to_id': 'Centre for Language Studies', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'LAJ1201', 'to_type': 'STAFF', 'to_id': 'Spencer Schultz', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Spencer Schultz', 'to_type': 'DEPARTMENT', 'to_id': 'Centre for Language Studies', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12907,Aimee Joyce,XXXXX931A,1980-11-04T00:00:00Z,2012-12-24T00:00:00Z,Center for Engl Lang Comms,UTW1001Q,"[('Aimee Joyce', 'STAFF')]","[('Center for Engl Lang Comms', 'DEPARTMENT')]","[('UTW1001Q', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'UTW1001Q', 'to_type': 'DEPARTMENT', 'to_id': 'Center for Engl Lang Comms', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'UTW1001Q', 'to_type': 'STAFF', 'to_id': 'Aimee Joyce', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Aimee Joyce', 'to_type': 'DEPARTMENT', 'to_id': 'Center for Engl Lang Comms', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12908,Douglas George,XXXXX597A,1987-06-19T00:00:00Z,2001-09-26T00:00:00Z,SCALE Dean's Office,TCE4408,"[('Douglas George', 'STAFF')]","[(""SCALE Dean's Office"", 'DEPARTMENT')]","[('TCE4408', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'TCE4408', 'to_type': 'DEPARTMENT', 'to_id': ""SCALE Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'TCE4408', 'to_type': 'STAFF', 'to_id': 'Douglas George', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Douglas George', 'to_type': 'DEPARTMENT', 'to_id': ""SCALE Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12909,Heather Hendricks,XXXXX565A,1971-04-02T00:00:00Z,2001-04-22T00:00:00Z,Mathematics,MA1513,"[('Heather Hendricks', 'STAFF')]","[('Mathematics', 'DEPARTMENT')]","[('MA1513', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'MA1513', 'to_type': 'DEPARTMENT', 'to_id': 'Mathematics', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'MA1513', 'to_type': 'STAFF', 'to_id': 'Heather Hendricks', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Heather Hendricks', 'to_type': 'DEPARTMENT', 'to_id': 'Mathematics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12910,Andre Ray,XXXXX932A,1987-10-15T00:00:00Z,2014-02-08T00:00:00Z,Chemistry,CM3289R,"[('Andre Ray', 'STAFF')]","[('Chemistry', 'DEPARTMENT')]","[('CM3289R', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'CM3289R', 'to_type': 'DEPARTMENT', 'to_id': 'Chemistry', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'CM3289R', 'to_type': 'STAFF', 'to_id': 'Andre Ray', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Andre Ray', 'to_type': 'DEPARTMENT', 'to_id': 'Chemistry', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12911,James Bartlett,XXXXX732A,1991-06-23T00:00:00Z,2004-06-17T00:00:00Z,Mathematics,DSA5104,"[('James Bartlett', 'STAFF')]","[('Mathematics', 'DEPARTMENT')]","[('DSA5104', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'DSA5104', 'to_type': 'DEPARTMENT', 'to_id': 'Mathematics', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'DSA5104', 'to_type': 'STAFF', 'to_id': 'James Bartlett', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'James Bartlett', 'to_type': 'DEPARTMENT', 'to_id': 'Mathematics', 'type': 'EMPLOYED_UNDER'}]"
