Employee_ID,Employee_Name,NRIC,DOB,DOJ,Department_ID,Modules_Taught,Staff_entities,Department_entities,Module_entities,Relationships
NUSPF12844,Joseph Arroyo,XXXXX725A,1978-06-03T00:00:00Z,2008-01-19T00:00:00Z,Civil and Environmental Engineering,CE5010B,"[('Joseph Arroyo', 'STAFF')]","[('Civil and Environmental Engineering', 'DEPARTMENT')]","[('CE5010B', 'MODULE')]",
NUSPF12845,Michael Chapman,XXXXX702A,1976-08-11T00:00:00Z,2000-06-22T00:00:00Z,English,TPS5202,"[('Michael Chapman', 'STAFF')]","[('English', 'DEPARTMENT')]","[('TPS5202', 'MODULE')]",
NUSPF12846,Anita Brown,XXXXX866A,1970-01-12T00:00:00Z,2002-11-02T00:00:00Z,SCALE Dean's Office,TME3241,"[('Anita Brown', 'STAFF')]","[(""SCALE Dean's Office"", 'DEPARTMENT')]","[('TME3241', 'MODULE')]",
NUSPF12847,Jason Key,XXXXX953A,1979-01-12T00:00:00Z,2010-07-20T00:00:00Z,FoL Dean's Office,LL4528V,"[('Jason Key', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LL4528V', 'MODULE')]",
NUSPF12848,Karen Duncan,XXXXX420A,1989-06-23T00:00:00Z,2001-09-25T00:00:00Z,NUS Medicine Dean's Office,CDM5101,"[('Karen Duncan', 'STAFF')]","[(""NUS Medicine Dean's Office"", 'DEPARTMENT')]","[('CDM5101', 'MODULE')]",
NUSPF12849,Erin Hunter,XXXXX592A,1990-08-13T00:00:00Z,2013-04-15T00:00:00Z,FoL Dean's Office,LL5295,"[('Erin Hunter', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LL5295', 'MODULE')]",
NUSPF12850,Colleen Rodriguez,XXXXX127A,1986-07-23T00:00:00Z,2008-05-09T00:00:00Z,Economics,EC4362,"[('Colleen Rodriguez', 'STAFF')]","[('Economics', 'DEPARTMENT')]","[('EC4362', 'MODULE')]",
NUSPF12851,Danielle Perkins,XXXXX153A,1994-02-14T00:00:00Z,2004-03-12T00:00:00Z,Psychology,PL6208,"[('Danielle Perkins', 'STAFF')]","[('Psychology', 'DEPARTMENT')]","[('PL6208', 'MODULE')]",
NUSPF12852,Julie Montes,XXXXX482A,1984-12-16T00:00:00Z,2009-12-20T00:00:00Z,Mathematics,MA2104,"[('Julie Montes', 'STAFF')]","[('Mathematics', 'DEPARTMENT')]","[('MA2104', 'MODULE')]",
NUSPF12853,Rebecca Hays,XXXXX480A,1988-01-19T00:00:00Z,2001-02-14T00:00:00Z,Duke-NUS Dean's Office,GMS6813,"[('Rebecca Hays', 'STAFF')]","[(""Duke-NUS Dean's Office"", 'DEPARTMENT')]","[('GMS6813', 'MODULE')]",
NUSPF12854,Kristy Smith,XXXXX334A,1975-03-23T00:00:00Z,2013-07-27T00:00:00Z,NUSGS Dean’s Office,GS5002,"[('Kristy Smith', 'STAFF')]","[('NUSGS Dean’s Office', 'DEPARTMENT')]","[('GS5002', 'MODULE')]",
NUSPF12855,Erika Sampson,XXXXX909A,1993-09-03T00:00:00Z,2002-06-07T00:00:00Z,BIZ Dean's Office,BMG5205,"[('Erika Sampson', 'STAFF')]","[(""BIZ Dean's Office"", 'DEPARTMENT')]","[('BMG5205', 'MODULE')]",
NUSPF12856,Michael Garcia,XXXXX315A,1970-09-19T00:00:00Z,2009-10-05T00:00:00Z,Chinese Studies,CH4660HM,"[('Michael Garcia', 'STAFF')]","[('Chinese Studies', 'DEPARTMENT')]","[('CH4660HM', 'MODULE')]",
NUSPF12857,Kathy Rowe,XXXXX457A,1989-08-29T00:00:00Z,2007-04-30T00:00:00Z,Yale-NUS College,YIR3318G,"[('Kathy Rowe', 'STAFF')]","[('Yale-NUS College', 'DEPARTMENT')]","[('YIR3318G', 'MODULE')]",
NUSPF12858,Joseph Hernandez,XXXXX256A,1988-04-18T00:00:00Z,2000-11-20T00:00:00Z,Yale-NUS College,YIR4301G,"[('Joseph Hernandez', 'STAFF')]","[('Yale-NUS College', 'DEPARTMENT')]","[('YIR4301G', 'MODULE')]",
NUSPF12859,Christopher Cantu,XXXXX236A,1977-11-11T00:00:00Z,2008-09-14T00:00:00Z,Alice Lee Center for Nursing Studies,NUR5801G,"[('Christopher Cantu', 'STAFF')]","[('Alice Lee Center for Nursing Studies', 'DEPARTMENT')]","[('NUR5801G', 'MODULE')]",
NUSPF12860,Nicole Wade,XXXXX995A,1986-06-29T00:00:00Z,2006-10-24T00:00:00Z,SCALE Dean's Office,TIE2030,"[('Nicole Wade', 'STAFF')]","[(""SCALE Dean's Office"", 'DEPARTMENT')]","[('TIE2030', 'MODULE')]",
NUSPF12861,Eric Smith,XXXXX144A,1985-11-08T00:00:00Z,2009-08-06T00:00:00Z,Geography,GE4218HM,"[('Eric Smith', 'STAFF')]","[('Geography', 'DEPARTMENT')]","[('GE4218HM', 'MODULE')]",
NUSPF12862,Lindsey Horton,XXXXX402A,1983-01-12T00:00:00Z,2002-10-14T00:00:00Z,Electrical and Computer Engineering,EE4511,"[('Lindsey Horton', 'STAFF')]","[('Electrical and Computer Engineering', 'DEPARTMENT')]","[('EE4511', 'MODULE')]",
NUSPF12863,Alyssa Jones,XXXXX386A,1977-08-24T00:00:00Z,2000-07-03T00:00:00Z,Political Science,GL4401,"[('Alyssa Jones', 'STAFF')]","[('Political Science', 'DEPARTMENT')]","[('GL4401', 'MODULE')]",
NUSPF12864,Michael Simpson,XXXXX377A,1978-04-06T00:00:00Z,2009-12-18T00:00:00Z,Chemical and Biomolecular Engineering,SH5002,"[('Michael Simpson', 'STAFF')]","[('Chemical and Biomolecular Engineering', 'DEPARTMENT')]","[('SH5002', 'MODULE')]",
NUSPF12865,Shirley Glover,XXXXX319A,1982-09-12T00:00:00Z,2010-06-06T00:00:00Z,FoL Dean's Office,LL4359Z,"[('Shirley Glover', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LL4359Z', 'MODULE')]",
NUSPF12866,Maurice Porter,XXXXX876A,1973-04-03T00:00:00Z,1999-12-25T00:00:00Z,Office of the Provost,DMX1107,"[('Maurice Porter', 'STAFF')]","[('Office of the Provost', 'DEPARTMENT')]","[('DMX1107', 'MODULE')]",
NUSPF12867,Samantha Perez,XXXXX644A,1979-05-03T00:00:00Z,2011-01-03T00:00:00Z,PharmacyandPharmaceuticalScience,PHS2102,"[('Samantha Perez', 'STAFF')]","[('PharmacyandPharmaceuticalScience', 'DEPARTMENT')]","[('PHS2102', 'MODULE')]",
NUSPF12868,Cole Landry,XXXXX280A,1991-09-11T00:00:00Z,2002-06-26T00:00:00Z,Materials Science and Engineering,MLE5240,"[('Cole Landry', 'STAFF')]","[('Materials Science and Engineering', 'DEPARTMENT')]","[('MLE5240', 'MODULE')]",
NUSPF12869,Steven Underwood,XXXXX701A,1975-08-25T00:00:00Z,2009-04-07T00:00:00Z,History,HY5207,"[('Steven Underwood', 'STAFF')]","[('History', 'DEPARTMENT')]","[('HY5207', 'MODULE')]",
NUSPF12870,Elizabeth Rowland,XXXXX261A,1971-08-14T00:00:00Z,2006-08-03T00:00:00Z,Psychology,PL4234HM,"[('Elizabeth Rowland', 'STAFF')]","[('Psychology', 'DEPARTMENT')]","[('PL4234HM', 'MODULE')]",
NUSPF12871,Susan Thomas,XXXXX267A,1983-10-13T00:00:00Z,2002-07-06T00:00:00Z,BIZ Dean's Office,BMF5391C,"[('Susan Thomas', 'STAFF')]","[(""BIZ Dean's Office"", 'DEPARTMENT')]","[('BMF5391C', 'MODULE')]",
NUSPF12872,Rachel Smith,XXXXX973A,1971-07-26T00:00:00Z,2011-04-25T00:00:00Z,Communications and New Media,NM4206HM,"[('Rachel Smith', 'STAFF')]","[('Communications and New Media', 'DEPARTMENT')]","[('NM4206HM', 'MODULE')]",
NUSPF12873,Kayla Oneal,XXXXX562A,1993-07-28T00:00:00Z,2000-03-30T00:00:00Z,Electrical and Computer Engineering,EE5508,"[('Kayla Oneal', 'STAFF')]","[('Electrical and Computer Engineering', 'DEPARTMENT')]","[('EE5508', 'MODULE')]",
NUSPF12874,Kara Hayes,XXXXX580A,1971-03-25T00:00:00Z,2005-12-02T00:00:00Z,Physics,PC5204B,"[('Kara Hayes', 'STAFF')]","[('Physics', 'DEPARTMENT')]","[('PC5204B', 'MODULE')]",
NUSPF12875,Elizabeth Love,XXXXX667A,1982-04-14T00:00:00Z,2005-04-14T00:00:00Z,History,GES1012,"[('Elizabeth Love', 'STAFF')]","[('History', 'DEPARTMENT')]","[('GES1012', 'MODULE')]",
NUSPF12876,Michelle Freeman,XXXXX626A,1972-05-03T00:00:00Z,2002-04-28T00:00:00Z,FoL Dean's Office,LL5043,"[('Michelle Freeman', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LL5043', 'MODULE')]",
NUSPF12877,Krista Jacobs,XXXXX954A,1977-01-01T00:00:00Z,2012-05-16T00:00:00Z,Psychology,PL4251HM,"[('Krista Jacobs', 'STAFF')]","[('Psychology', 'DEPARTMENT')]","[('PL4251HM', 'MODULE')]",
NUSPF12878,William Erickson,XXXXX881A,1981-05-13T00:00:00Z,2000-03-16T00:00:00Z,Chinese Studies,CHC5307,"[('William Erickson', 'STAFF')]","[('Chinese Studies', 'DEPARTMENT')]","[('CHC5307', 'MODULE')]",
NUSPF12879,Kenneth Ruiz MD,XXXXX881A,1977-02-10T00:00:00Z,2008-04-18T00:00:00Z,Physics,HSI2013,"[('Kenneth Ruiz MD', 'STAFF')]","[('Physics', 'DEPARTMENT')]","[('HSI2013', 'MODULE')]",
NUSPF12880,Jamie Kirk,XXXXX900A,1980-07-27T00:00:00Z,2005-01-06T00:00:00Z,Geography,GEH1022,"[('Jamie Kirk', 'STAFF')]","[('Geography', 'DEPARTMENT')]","[('GEH1022', 'MODULE')]",
NUSPF12881,Valerie Zavala,XXXXX854A,1990-10-06T00:00:00Z,2010-09-22T00:00:00Z,Division of Graduate Medical Studies,AUD5115,"[('Valerie Zavala', 'STAFF')]","[('Division of Graduate Medical Studies', 'DEPARTMENT')]","[('AUD5115', 'MODULE')]",
NUSPF12882,Deanna Johnson,XXXXX901A,1984-02-23T00:00:00Z,2000-01-05T00:00:00Z,FoS Dean's Office,SP2201,"[('Deanna Johnson', 'STAFF')]","[(""FoS Dean's Office"", 'DEPARTMENT')]","[('SP2201', 'MODULE')]",
NUSPF12883,Christopher Cummings,XXXXX845A,1979-12-09T00:00:00Z,2002-11-09T00:00:00Z,BIZ Dean's Office,BMA5539,"[('Christopher Cummings', 'STAFF')]","[(""BIZ Dean's Office"", 'DEPARTMENT')]","[('BMA5539', 'MODULE')]",
NUSPF12884,Lisa Carrillo,XXXXX687A,1991-12-28T00:00:00Z,2001-04-05T00:00:00Z,Computer Science,CS4239,"[('Lisa Carrillo', 'STAFF')]","[('Computer Science', 'DEPARTMENT')]","[('CS4239', 'MODULE')]",
NUSPF12885,Katie Butler,XXXXX580A,1979-06-30T00:00:00Z,2014-04-27T00:00:00Z,PharmacyandPharmaceuticalScience,PR5134,"[('Katie Butler', 'STAFF')]","[('PharmacyandPharmaceuticalScience', 'DEPARTMENT')]","[('PR5134', 'MODULE')]",
NUSPF12886,Jennifer Pollard,XXXXX696A,1993-01-09T00:00:00Z,2004-02-07T00:00:00Z,Center for Engl Lang Comms,UTW1001T,"[('Jennifer Pollard', 'STAFF')]","[('Center for Engl Lang Comms', 'DEPARTMENT')]","[('UTW1001T', 'MODULE')]",
NUSPF12887,Alexis Brooks,XXXXX254A,1979-12-28T00:00:00Z,2011-10-23T00:00:00Z,Yale-NUS College,YHU2268,"[('Alexis Brooks', 'STAFF')]","[('Yale-NUS College', 'DEPARTMENT')]","[('YHU2268', 'MODULE')]",
NUSPF12888,Mark Bradshaw,XXXXX270A,1980-06-14T00:00:00Z,1999-07-20T00:00:00Z,English,TPS5203,"[('Mark Bradshaw', 'STAFF')]","[('English', 'DEPARTMENT')]","[('TPS5203', 'MODULE')]",
NUSPF12889,Cynthia Nelson,XXXXX135A,1987-07-26T00:00:00Z,2004-12-29T00:00:00Z,Built Environment,PF2102,"[('Cynthia Nelson', 'STAFF')]","[('Built Environment', 'DEPARTMENT')]","[('PF2102', 'MODULE')]",
NUSPF12890,Tiffany Gonzalez,XXXXX347A,1974-12-21T00:00:00Z,2002-08-27T00:00:00Z,Economics,EC2205,"[('Tiffany Gonzalez', 'STAFF')]","[('Economics', 'DEPARTMENT')]","[('EC2205', 'MODULE')]",
NUSPF12891,Christopher Nolan,XXXXX917A,1984-08-12T00:00:00Z,2009-09-01T00:00:00Z,Yale-NUS College,YSS3259,"[('Christopher Nolan', 'STAFF')]","[('Yale-NUS College', 'DEPARTMENT')]","[('YSS3259', 'MODULE')]",
NUSPF12892,Timothy Brown,XXXXX902A,1992-10-02T00:00:00Z,2010-01-28T00:00:00Z,Yale-NUS College,YIR3301,"[('Timothy Brown', 'STAFF')]","[('Yale-NUS College', 'DEPARTMENT')]","[('YIR3301', 'MODULE')]",
NUSPF12893,Mark Cook,XXXXX193A,1992-11-25T00:00:00Z,2008-06-10T00:00:00Z,History,HY4205HM,"[('Mark Cook', 'STAFF')]","[('History', 'DEPARTMENT')]","[('HY4205HM', 'MODULE')]",
NUSPF12894,Benjamin Martin,XXXXX195A,1972-04-24T00:00:00Z,2011-05-06T00:00:00Z,Duke-NUS Dean's Office,GMS5701,"[('Benjamin Martin', 'STAFF')]","[(""Duke-NUS Dean's Office"", 'DEPARTMENT')]","[('GMS5701', 'MODULE')]",
NUSPF12895,Adam Hogan,XXXXX768A,1970-04-25T00:00:00Z,2007-04-15T00:00:00Z,Communications and New Media,ACE5401,"[('Adam Hogan', 'STAFF')]","[('Communications and New Media', 'DEPARTMENT')]","[('ACE5401', 'MODULE')]",
NUSPF12896,Erin Swanson,XXXXX821A,1992-10-02T00:00:00Z,2005-09-21T00:00:00Z,Yale-NUS College,YSC2244,"[('Erin Swanson', 'STAFF')]","[('Yale-NUS College', 'DEPARTMENT')]","[('YSC2244', 'MODULE')]",
NUSPF12897,Dawn Vega,XXXXX623A,1983-04-03T00:00:00Z,2007-08-22T00:00:00Z,Psychology,PL4219HM,"[('Dawn Vega', 'STAFF')]","[('Psychology', 'DEPARTMENT')]","[('PL4219HM', 'MODULE')]",
NUSPF12898,Sheila Jackson,XXXXX792A,1994-06-26T00:00:00Z,2001-04-23T00:00:00Z,Electrical and Computer Engineering,EE5002,"[('Sheila Jackson', 'STAFF')]","[('Electrical and Computer Engineering', 'DEPARTMENT')]","[('EE5002', 'MODULE')]",
NUSPF12899,Mary Fernandez,XXXXX426A,1982-07-10T00:00:00Z,2001-02-24T00:00:00Z,Division of Graduate Medical Studies,HM5107,"[('Mary Fernandez', 'STAFF')]","[('Division of Graduate Medical Studies', 'DEPARTMENT')]","[('HM5107', 'MODULE')]",
NUSPF12900,Duane Rubio,XXXXX480A,1992-02-01T00:00:00Z,2001-09-18T00:00:00Z,Social Work,SW3103C,"[('Duane Rubio', 'STAFF')]","[('Social Work', 'DEPARTMENT')]","[('SW3103C', 'MODULE')]",
NUSPF12901,Vanessa Gutierrez,XXXXX794A,1971-12-30T00:00:00Z,2005-10-24T00:00:00Z,Civil and Environmental Engineering,ESE5003,"[('Vanessa Gutierrez', 'STAFF')]","[('Civil and Environmental Engineering', 'DEPARTMENT')]","[('ESE5003', 'MODULE')]",
NUSPF12902,Shelly Steele,XXXXX860A,1987-01-11T00:00:00Z,2003-09-24T00:00:00Z,FoL Dean's Office,LC1002I,"[('Shelly Steele', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LC1002I', 'MODULE')]",
NUSPF12903,Pamela Nash,XXXXX901A,1988-10-24T00:00:00Z,2009-04-02T00:00:00Z,Food Science and Technology,FST4312,"[('Pamela Nash', 'STAFF')]","[('Food Science and Technology', 'DEPARTMENT')]","[('FST4312', 'MODULE')]",
NUSPF12904,George Watts,XXXXX892A,1972-06-03T00:00:00Z,2007-06-24T00:00:00Z,Japanese Studies,JSC5302,"[('George Watts', 'STAFF')]","[('Japanese Studies', 'DEPARTMENT')]","[('JSC5302', 'MODULE')]",
NUSPF12905,Steven Pope Jr.,XXXXX588A,1988-09-19T00:00:00Z,2009-08-27T00:00:00Z,Biological Sciences,BL5202A,"[('Steven Pope Jr.', 'STAFF')]","[('Biological Sciences', 'DEPARTMENT')]","[('BL5202A', 'MODULE')]",
NUSPF12906,Spencer Schultz,XXXXX630A,1978-07-17T00:00:00Z,2004-05-18T00:00:00Z,Centre for Language Studies,LAJ1201,"[('Spencer Schultz', 'STAFF')]","[('Centre for Language Studies', 'DEPARTMENT')]","[('LAJ1201', 'MODULE')]",
NUSPF12907,Aimee Joyce,XXXXX931A,1980-11-04T00:00:00Z,2012-12-24T00:00:00Z,Center for Engl Lang Comms,UTW1001Q,"[('Aimee Joyce', 'STAFF')]","[('Center for Engl Lang Comms', 'DEPARTMENT')]","[('UTW1001Q', 'MODULE')]",
NUSPF12908,Douglas George,XXXXX597A,1987-06-19T00:00:00Z,2001-09-26T00:00:00Z,SCALE Dean's Office,TCE4408,"[('Douglas George', 'STAFF')]","[(""SCALE Dean's Office"", 'DEPARTMENT')]","[('TCE4408', 'MODULE')]",
NUSPF12909,Heather Hendricks,XXXXX565A,1971-04-02T00:00:00Z,2001-04-22T00:00:00Z,Mathematics,MA1513,"[('Heather Hendricks', 'STAFF')]","[('Mathematics', 'DEPARTMENT')]","[('MA1513', 'MODULE')]",
NUSPF12910,Andre Ray,XXXXX932A,1987-10-15T00:00:00Z,2014-02-08T00:00:00Z,Chemistry,CM3289R,"[('Andre Ray', 'STAFF')]","[('Chemistry', 'DEPARTMENT')]","[('CM3289R', 'MODULE')]",
NUSPF12911,James Bartlett,XXXXX732A,1991-06-23T00:00:00Z,2004-06-17T00:00:00Z,Mathematics,DSA5104,"[('James Bartlett', 'STAFF')]","[('Mathematics', 'DEPARTMENT')]","[('DSA5104', 'MODULE')]",
NUSPF12912,Shannon Owen,XXXXX666A,1990-07-12T00:00:00Z,2005-02-24T00:00:00Z,Social Work,SWM5106,"[('Shannon Owen', 'STAFF')]","[('Social Work', 'DEPARTMENT')]","[('SWM5106', 'MODULE')]",
NUSPF12913,Amy Valdez,XXXXX246A,1992-09-18T00:00:00Z,2001-04-06T00:00:00Z,NUS College Dean's Office,NPS2001A,"[('Amy Valdez', 'STAFF')]","[(""NUS College Dean's Office"", 'DEPARTMENT')]","[('NPS2001A', 'MODULE')]",
NUSPF12914,Evelyn Castillo,XXXXX386A,1988-08-11T00:00:00Z,2000-08-29T00:00:00Z,FoL Dean's Office,LL4054,"[('Evelyn Castillo', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LL4054', 'MODULE')]",
NUSPF12915,Steven Griffin,XXXXX558A,1976-08-30T00:00:00Z,2006-03-30T00:00:00Z,Division of Graduate Medical Studies,VM5101,"[('Steven Griffin', 'STAFF')]","[('Division of Graduate Medical Studies', 'DEPARTMENT')]","[('VM5101', 'MODULE')]",
NUSPF12916,Emily Carlson,XXXXX856A,1971-05-23T00:00:00Z,2005-02-26T00:00:00Z,Biological Sciences,LSM3266,"[('Emily Carlson', 'STAFF')]","[('Biological Sciences', 'DEPARTMENT')]","[('LSM3266', 'MODULE')]",
NUSPF12917,Emily Kelley,XXXXX277A,1991-06-03T00:00:00Z,2001-07-06T00:00:00Z,Economics,ECA5304,"[('Emily Kelley', 'STAFF')]","[('Economics', 'DEPARTMENT')]","[('ECA5304', 'MODULE')]",
NUSPF12918,David Martin,XXXXX179A,1972-01-21T00:00:00Z,2007-11-19T00:00:00Z,BIZ Dean's Office,DMB1204ACC,"[('David Martin', 'STAFF')]","[(""BIZ Dean's Office"", 'DEPARTMENT')]","[('DMB1204ACC', 'MODULE')]",
NUSPF12919,Sandra Clark,XXXXX462A,1973-02-01T00:00:00Z,2001-06-20T00:00:00Z,NUS Medicine Dean's Office,BIH5004,"[('Sandra Clark', 'STAFF')]","[(""NUS Medicine Dean's Office"", 'DEPARTMENT')]","[('BIH5004', 'MODULE')]",
NUSPF12920,Scott Fletcher,XXXXX992A,1992-07-26T00:00:00Z,2013-05-12T00:00:00Z,FoL Dean's Office,LL5012,"[('Scott Fletcher', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LL5012', 'MODULE')]",
NUSPF12921,Sergio Ayers,XXXXX472A,1970-06-21T00:00:00Z,2001-01-22T00:00:00Z,Information Systems and Analytics,BT4103,"[('Sergio Ayers', 'STAFF')]","[('Information Systems and Analytics', 'DEPARTMENT')]","[('BT4103', 'MODULE')]",
NUSPF12922,Robert Johnson,XXXXX243A,1986-11-16T00:00:00Z,2009-11-19T00:00:00Z,Centre for Language Studies,LAG4202,"[('Robert Johnson', 'STAFF')]","[('Centre for Language Studies', 'DEPARTMENT')]","[('LAG4202', 'MODULE')]",
NUSPF12923,Daniel Williams,XXXXX551A,1975-08-24T00:00:00Z,2006-06-17T00:00:00Z,Statistics and Data Science,ST5210,"[('Daniel Williams', 'STAFF')]","[('Statistics and Data Science', 'DEPARTMENT')]","[('ST5210', 'MODULE')]",
NUSPF12924,Steven Campbell,XXXXX175A,1982-02-14T00:00:00Z,2007-04-02T00:00:00Z,Civil and Environmental Engineering,CE5308A,"[('Steven Campbell', 'STAFF')]","[('Civil and Environmental Engineering', 'DEPARTMENT')]","[('CE5308A', 'MODULE')]",
NUSPF12925,Donald Cook,XXXXX611A,1978-12-18T00:00:00Z,2004-06-18T00:00:00Z,Food Science and Technology,FST3103,"[('Donald Cook', 'STAFF')]","[('Food Science and Technology', 'DEPARTMENT')]","[('FST3103', 'MODULE')]",
NUSPF12926,Steve Lewis,XXXXX191A,1990-10-11T00:00:00Z,2003-01-26T00:00:00Z,Biological Sciences,BL5311,"[('Steve Lewis', 'STAFF')]","[('Biological Sciences', 'DEPARTMENT')]","[('BL5311', 'MODULE')]",
NUSPF12927,Christopher Murphy,XXXXX627A,1987-12-15T00:00:00Z,2009-07-21T00:00:00Z,Economics,PE4402E,"[('Christopher Murphy', 'STAFF')]","[('Economics', 'DEPARTMENT')]","[('PE4402E', 'MODULE')]",
NUSPF12928,Rick Torres,XXXXX256A,1971-01-13T00:00:00Z,2011-06-08T00:00:00Z,Yale-NUS College,YSS3243,"[('Rick Torres', 'STAFF')]","[('Yale-NUS College', 'DEPARTMENT')]","[('YSS3243', 'MODULE')]",
NUSPF12929,Cynthia Melendez,XXXXX507A,1986-02-08T00:00:00Z,2003-02-11T00:00:00Z,NUS-ISS,ISY5002,"[('Cynthia Melendez', 'STAFF')]","[('NUS-ISS', 'DEPARTMENT')]","[('ISY5002', 'MODULE')]",
NUSPF12930,Alan Huynh,XXXXX803A,1989-03-17T00:00:00Z,2005-07-01T00:00:00Z,Biological Sciences,LSM2234,"[('Alan Huynh', 'STAFF')]","[('Biological Sciences', 'DEPARTMENT')]","[('LSM2234', 'MODULE')]",
NUSPF12931,John Ortiz,XXXXX962A,1983-07-05T00:00:00Z,2000-11-23T00:00:00Z,Alice Lee Center for Nursing Studies,NUR5803G,"[('John Ortiz', 'STAFF')]","[('Alice Lee Center for Nursing Studies', 'DEPARTMENT')]","[('NUR5803G', 'MODULE')]",
NUSPF12932,Anne Jordan,XXXXX169A,1971-05-06T00:00:00Z,2007-01-25T00:00:00Z,Statistics and Data Science,DSA1101,"[('Anne Jordan', 'STAFF')]","[('Statistics and Data Science', 'DEPARTMENT')]","[('DSA1101', 'MODULE')]",
NUSPF12933,Austin Carr,XXXXX978A,1993-09-20T00:00:00Z,2003-02-27T00:00:00Z,Physics,PC3411,"[('Austin Carr', 'STAFF')]","[('Physics', 'DEPARTMENT')]","[('PC3411', 'MODULE')]",
NUSPF12934,Melanie Chavez,XXXXX531A,1969-10-15T00:00:00Z,2008-11-12T00:00:00Z,FASS DO/Office of Programmes,NHS3911EN,"[('Melanie Chavez', 'STAFF')]","[('FASS DO/Office of Programmes', 'DEPARTMENT')]","[('NHS3911EN', 'MODULE')]",
NUSPF12935,Melinda Little,XXXXX342A,1985-05-25T00:00:00Z,2013-04-28T00:00:00Z,BIZ Dean's Office,RE5014,"[('Melinda Little', 'STAFF')]","[(""BIZ Dean's Office"", 'DEPARTMENT')]","[('RE5014', 'MODULE')]",
NUSPF12936,Alisha Reyes,XXXXX615A,1984-06-17T00:00:00Z,2014-01-06T00:00:00Z,Yale-NUS College,YHU4278,"[('Alisha Reyes', 'STAFF')]","[('Yale-NUS College', 'DEPARTMENT')]","[('YHU4278', 'MODULE')]",
NUSPF12937,Kimberly Allen,XXXXX671A,1972-08-10T00:00:00Z,2002-03-20T00:00:00Z,Alice Lee Center for Nursing Studies,NUR5702,"[('Kimberly Allen', 'STAFF')]","[('Alice Lee Center for Nursing Studies', 'DEPARTMENT')]","[('NUR5702', 'MODULE')]",
NUSPF12938,Shannon Benjamin,XXXXX562A,1971-09-13T00:00:00Z,2014-06-16T00:00:00Z,Residential College 4,UTC2726,"[('Shannon Benjamin', 'STAFF')]","[('Residential College 4', 'DEPARTMENT')]","[('UTC2726', 'MODULE')]",
NUSPF12939,Thomas Thomas,XXXXX141A,1985-12-14T00:00:00Z,2005-06-04T00:00:00Z,SSH School of Public Health Dean's Office,SPH5315,"[('Thomas Thomas', 'STAFF')]","[(""SSH School of Public Health Dean's Office"", 'DEPARTMENT')]","[('SPH5315', 'MODULE')]",
NUSPF12940,Mark Johnson,XXXXX731A,1988-12-04T00:00:00Z,2003-12-23T00:00:00Z,Industrial Systems Engineering and Management,MT5026,"[('Mark Johnson', 'STAFF')]","[('Industrial Systems Engineering and Management', 'DEPARTMENT')]","[('MT5026', 'MODULE')]",
NUSPF12941,Michael Espinoza,XXXXX759A,1985-12-24T00:00:00Z,2010-08-18T00:00:00Z,FoL Dean's Office,LL5309V,"[('Michael Espinoza', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LL5309V', 'MODULE')]",
NUSPF12942,Kathleen Lawrence,XXXXX136A,1991-09-15T00:00:00Z,2004-03-10T00:00:00Z,Yale-NUS College,YIR4306G,"[('Kathleen Lawrence', 'STAFF')]","[('Yale-NUS College', 'DEPARTMENT')]","[('YIR4306G', 'MODULE')]",
NUSPF12943,Theresa Wilson,XXXXX467A,1990-12-14T00:00:00Z,2011-01-03T00:00:00Z,Yale-NUS College,YIR3307,"[('Theresa Wilson', 'STAFF')]","[('Yale-NUS College', 'DEPARTMENT')]","[('YIR3307', 'MODULE')]",
NUSPF12944,Angela Gonzalez,XXXXX981A,1983-04-16T00:00:00Z,2008-04-14T00:00:00Z,Biological Sciences,FSC3101,"[('Angela Gonzalez', 'STAFF')]","[('Biological Sciences', 'DEPARTMENT')]","[('FSC3101', 'MODULE')]",
NUSPF12945,Michael Hernandez,XXXXX874A,1982-02-03T00:00:00Z,2000-08-08T00:00:00Z,History,HY4401HM,"[('Michael Hernandez', 'STAFF')]","[('History', 'DEPARTMENT')]","[('HY4401HM', 'MODULE')]",
NUSPF12946,Terry White,XXXXX783A,1976-05-04T00:00:00Z,2002-05-19T00:00:00Z,Communications and New Media,NMC5364,"[('Terry White', 'STAFF')]","[('Communications and New Media', 'DEPARTMENT')]","[('NMC5364', 'MODULE')]",
NUSPF12947,Sabrina Smith,XXXXX852A,1982-05-16T00:00:00Z,2007-11-05T00:00:00Z,BIZ Dean's Office,BWS3806,"[('Sabrina Smith', 'STAFF')]","[(""BIZ Dean's Office"", 'DEPARTMENT')]","[('BWS3806', 'MODULE')]",
