Employee_ID,Employee_Name,NRIC,DOB,DOJ,Department,Modules_Taught
NUSPF12747,Dennis Martinez,XXXXX344A,1991-08-04T00:00:00Z,2011-01-23T00:00:00Z,Mechanobiology Institute (MBI),MB5103
NUSPF12748,Kyle Davis,XXXXX336A,1987-06-19T00:00:00Z,2003-10-25T00:00:00Z,FoL Dean's Office,LC1002B
NUSPF12749,Brad Wilson,XXXXX655A,1982-06-29T00:00:00Z,2000-03-29T00:00:00Z,Civil and Environmental Engineering,CE5104B
NUSPF12750,Erica Perez,XXXXX339A,1973-12-06T00:00:00Z,2011-09-30T00:00:00Z,English,EN2203
NUSPF12751,Elizabeth Nguyen,XXXXX241A,1971-10-30T00:00:00Z,2010-04-06T00:00:00Z,Analytics and Operations,DOS4811
NUSPF12752,Andrew Gonzales,XXXXX796A,1971-07-13T00:00:00Z,2012-02-01T00:00:00Z,YSTCM Dean's Office,MUA4178
NUSPF12753,Joe Reed,XXXXX269A,1984-08-26T00:00:00Z,2000-09-30T00:00:00Z,Yale-NUS College,YSC2229
NUSPF12754,Douglas Johnson,XXXXX760A,1980-05-24T00:00:00Z,2005-12-22T00:00:00Z,Psychology,PL4236
NUSPF12755,Ana Craig,XXXXX397A,1988-02-02T00:00:00Z,2013-06-27T00:00:00Z,Mathematics,QF5206
NUSPF12756,Jessica Smith,XXXXX487A,1972-11-16T00:00:00Z,2005-06-10T00:00:00Z,Alice Lee Center for Nursing Studies,NUR5613
NUSPF12757,Brian Perez,XXXXX757A,1990-06-16T00:00:00Z,2003-04-06T00:00:00Z,Yale-NUS College,YSC4209
NUSPF12758,Jenny Adams,XXXXX417A,1972-02-17T00:00:00Z,2012-05-10T00:00:00Z,Built Environment,BPS5224
NUSPF12759,Tammy Hudson,XXXXX946A,1994-07-17T00:00:00Z,2007-11-15T00:00:00Z,NUS-ISS,SA4111
NUSPF12760,John Daniels,XXXXX514A,1978-10-14T00:00:00Z,2013-06-07T00:00:00Z,FoL Dean's Office,LCJ5001
NUSPF12761,Christopher Day,XXXXX859A,1987-10-28T00:00:00Z,2003-05-13T00:00:00Z,Chinese Studies,CH3293
NUSPF12762,Pamela Gould,XXXXX745A,1989-06-30T00:00:00Z,2004-04-17T00:00:00Z,Mathematics,MA3205
NUSPF12763,Marie Berg,XXXXX499A,1991-01-13T00:00:00Z,2002-12-03T00:00:00Z,NUS College Dean's Office,NHS4001B
NUSPF12764,Devin Colon,XXXXX223A,1986-05-07T00:00:00Z,2005-02-18T00:00:00Z,Chemistry,CM4225
NUSPF12765,Cynthia Carter,XXXXX811A,1988-02-27T00:00:00Z,2013-12-23T00:00:00Z,Chinese Studies,INT3202
NUSPF12766,Jon Brown,XXXXX816A,1977-04-14T00:00:00Z,2003-08-23T00:00:00Z,Information Systems and Analytics,IS3106
NUSPF12767,Suzanne Mclean,XXXXX894A,1990-06-11T00:00:00Z,1999-08-25T00:00:00Z,Centre for Language Studies,LAV4202HM
NUSPF12768,Amy Graves,XXXXX750A,1990-06-08T00:00:00Z,2001-08-18T00:00:00Z,Chemical and Biomolecular Engineering,CN6020
NUSPF12769,Michael Rodriguez,XXXXX123A,1970-12-23T00:00:00Z,2002-10-07T00:00:00Z,SCALE Dean's Office,TME3122
NUSPF12770,Patrick Williams,XXXXX637A,1970-11-26T00:00:00Z,2007-07-12T00:00:00Z,BIZ Dean's Office,BWS3804
NUSPF12771,Brandon Christian,XXXXX581A,1972-12-06T00:00:00Z,2004-05-20T00:00:00Z,Real Estate,RE3701
NUSPF12772,Melissa Burke,XXXXX488A,1979-01-20T00:00:00Z,2000-12-30T00:00:00Z,Mathematics,MA5401
NUSPF12773,Jonathan Goodman,XXXXX700A,1992-08-17T00:00:00Z,2002-11-26T00:00:00Z,FoL Dean's Office,LL4094BV
NUSPF12774,Denise Pham,XXXXX444A,1979-07-09T00:00:00Z,2010-03-27T00:00:00Z,Malay Studies,MS2211
NUSPF12775,Gerald Robles,XXXXX191A,1987-11-27T00:00:00Z,2003-07-21T00:00:00Z,NUS-ISS,DL5201
NUSPF12776,Lindsey Ramsey,XXXXX441A,1990-03-05T00:00:00Z,2013-07-13T00:00:00Z,FoL Dean's Office,LLJ5099
NUSPF12777,Michael Mullins,XXXXX624A,1978-04-23T00:00:00Z,2001-11-02T00:00:00Z,Mechanical Engineering,ME4262
NUSPF12778,Ryan Clark MD,XXXXX157A,1978-10-19T00:00:00Z,2004-09-12T00:00:00Z,FoL Dean's Office,LL6402
NUSPF12779,Tami Andrade,XXXXX341A,1987-11-04T00:00:00Z,2006-12-02T00:00:00Z,Malay Studies,MS2210
NUSPF12780,Jesse Young,XXXXX222A,1992-07-31T00:00:00Z,2008-07-14T00:00:00Z,BIZ Dean's Office,BMA5271
NUSPF12781,Robert Clark,XXXXX275A,1992-04-18T00:00:00Z,2014-04-07T00:00:00Z,YSTCM Dean's Office,MUA5115
NUSPF12782,Ricky Hull,XXXXX831A,1978-07-26T00:00:00Z,2006-11-06T00:00:00Z,Economics,EC5102R
NUSPF12783,Jeffrey Moreno,XXXXX206A,1981-05-23T00:00:00Z,2006-06-24T00:00:00Z,Yale-NUS College,YHU3397
NUSPF12784,Andrew Miller,XXXXX617A,1985-10-29T00:00:00Z,2010-07-04T00:00:00Z,FoL Dean's Office,LL5109V
NUSPF12785,Rebecca Dillon,XXXXX196A,1974-12-02T00:00:00Z,2000-05-28T00:00:00Z,BIZ Dean's Office,DMB1203MNO
NUSPF12786,Ryan Collins,XXXXX773A,1975-01-28T00:00:00Z,2006-02-21T00:00:00Z,Real Estate,RE6005
NUSPF12787,Justin Perez,XXXXX136A,1980-01-06T00:00:00Z,1999-10-21T00:00:00Z,Chemistry,CM3288R
NUSPF12788,Tyler Howell,XXXXX564A,1973-05-18T00:00:00Z,2007-07-18T00:00:00Z,Computer Science,CS2040
NUSPF12789,Ian Wilson,XXXXX232A,1993-07-30T00:00:00Z,2008-04-23T00:00:00Z,FoL Dean's Office,LL5525
NUSPF12790,Cameron Hernandez,XXXXX487A,1988-11-05T00:00:00Z,2009-06-14T00:00:00Z,YSTCM Dean's Office,MUA2256A
NUSPF12791,Jacqueline Hernandez,XXXXX443A,1981-03-07T00:00:00Z,2005-05-16T00:00:00Z,FoL Dean's Office,LLJ5032
NUSPF12792,Christopher Miller,XXXXX431A,1987-08-07T00:00:00Z,2004-09-10T00:00:00Z,Yale-NUS College,YSS4224
NUSPF12793,Monica Williams,XXXXX187A,1992-07-13T00:00:00Z,2003-03-31T00:00:00Z,YSTCM Dean's Office,MUA4196
NUSPF12794,Cynthia White,XXXXX274A,1980-01-14T00:00:00Z,2012-03-14T00:00:00Z,Physics,PC5209
NUSPF12795,Crystal Leon,XXXXX619A,1986-11-19T00:00:00Z,2007-03-21T00:00:00Z,Marketing,MKT4761F
NUSPF12796,Alexandra Brown,XXXXX514A,1975-08-04T00:00:00Z,2004-05-31T00:00:00Z,Centre for Language Studies,LAK3202
NUSPF12797,Tyler Frost,XXXXX292A,1978-02-04T00:00:00Z,2010-07-01T00:00:00Z,BIZ Dean's Office,BMC5037
NUSPF12798,Maria Wallace,XXXXX542A,1981-04-16T00:00:00Z,1999-07-20T00:00:00Z,CDE Dean's Office,CDE2502
NUSPF12799,Chad Williams,XXXXX553A,1986-06-07T00:00:00Z,2001-08-08T00:00:00Z,SCALE Dean's Office,TSC3223
NUSPF12800,Stephanie Klein,XXXXX201A,1993-02-13T00:00:00Z,2007-02-06T00:00:00Z,Information Systems and Analytics,IS6003
NUSPF12801,Danielle Potter,XXXXX330A,1982-06-15T00:00:00Z,2006-09-04T00:00:00Z,Psychology,UTOA2001PL
NUSPF12802,Valerie Everett MD,XXXXX501A,1988-04-30T00:00:00Z,2009-02-07T00:00:00Z,FoL Dean's Office,LLD5034V
NUSPF12803,Jessica Morgan,XXXXX847A,1982-07-09T00:00:00Z,2012-01-14T00:00:00Z,FoL Dean's Office,LC1003
NUSPF12804,Deborah Schmitt,XXXXX929A,1979-10-05T00:00:00Z,2001-09-18T00:00:00Z,Chemical and Biomolecular Engineering,CN5162
NUSPF12805,Benjamin Lopez,XXXXX433A,1987-03-27T00:00:00Z,2006-09-17T00:00:00Z,Industrial Design,ID5356
NUSPF12806,Michael Weaver,XXXXX903A,1981-10-23T00:00:00Z,2004-12-24T00:00:00Z,YSTCM Dean's Office,MUA3161
NUSPF12807,Adrian Jones,XXXXX188A,1972-04-26T00:00:00Z,2006-09-16T00:00:00Z,NUS Enterprise Academy,ETP4212
NUSPF12808,Barry Colon,XXXXX889A,1972-02-01T00:00:00Z,2000-06-27T00:00:00Z,Mechanical Engineering,ME5517
NUSPF12809,Bobby Lopez,XXXXX796A,1981-11-24T00:00:00Z,2000-10-28T00:00:00Z,SCALE Dean's Office,GEX1009T
NUSPF12810,Joseph Rojas,XXXXX843A,1976-04-22T00:00:00Z,2001-11-26T00:00:00Z,Chua Thian Poh Comm Leader Center,CLC3307
NUSPF12811,Benjamin Fletcher,XXXXX354A,1993-08-25T00:00:00Z,2005-03-26T00:00:00Z,Civil and Environmental Engineering,ESE5001
NUSPF12812,Elizabeth Lowe,XXXXX168A,1973-08-03T00:00:00Z,2003-08-19T00:00:00Z,Physics,PC3193
NUSPF12813,William Smith,XXXXX326A,1981-12-30T00:00:00Z,2005-09-17T00:00:00Z,Mathematics,MA1301
NUSPF12814,Daniel Collins,XXXXX174A,1981-10-30T00:00:00Z,2014-01-24T00:00:00Z,History,HY5409
NUSPF12815,Anthony Harrell,XXXXX693A,1970-11-02T00:00:00Z,2010-10-22T00:00:00Z,NUS Enterprise Academy,ETP3201I
NUSPF12816,Debra Avery,XXXXX554A,1977-03-03T00:00:00Z,2008-06-21T00:00:00Z,FoL Dean's Office,LL5485X
NUSPF12817,Michael Fisher,XXXXX679A,1973-08-09T00:00:00Z,2004-12-27T00:00:00Z,Biological Sciences,LSM2252
NUSPF12818,Amy Allen,XXXXX316A,1979-01-12T00:00:00Z,2008-07-21T00:00:00Z,CDE Dean's Office,CDE5311
NUSPF12819,Eric Sullivan,XXXXX286A,1992-02-16T00:00:00Z,2002-08-20T00:00:00Z,Food Science and Technology,FST3312
NUSPF12820,Jennifer Soto,XXXXX226A,1990-07-07T00:00:00Z,2004-10-19T00:00:00Z,SSH School of Public Health Dean's Office,SPH5312
NUSPF12821,Denise Mitchell,XXXXX556A,1993-02-25T00:00:00Z,2006-04-18T00:00:00Z,BIZ Dean's Office,DMB1203DAO
NUSPF12822,Tiffany Gomez,XXXXX791A,1970-02-14T00:00:00Z,2003-03-14T00:00:00Z,SCALE Dean's Office,TIC4304
NUSPF12823,Kelly Wong,XXXXX987A,1990-04-09T00:00:00Z,2011-07-31T00:00:00Z,Physiology,HSI2002
NUSPF12824,Brian Campbell,XXXXX327A,1980-07-27T00:00:00Z,2005-05-22T00:00:00Z,YSTCM Dean's Office,MUA3109
NUSPF12825,Alison Oliver,XXXXX979A,1981-08-27T00:00:00Z,2012-12-01T00:00:00Z,YSTCM Dean's Office,GEX1022
NUSPF12826,Ashley Woods,XXXXX571A,1988-11-30T00:00:00Z,2007-07-15T00:00:00Z,Political Science,PS4881DHM
NUSPF12827,Sara Mendoza,XXXXX286A,1973-10-27T00:00:00Z,2003-12-29T00:00:00Z,Social Work,SW4232
NUSPF12828,William Velazquez,XXXXX438A,1978-06-14T00:00:00Z,1999-08-28T00:00:00Z,Yale-NUS College,YSS3314
NUSPF12829,John Bishop,XXXXX851A,1994-07-05T00:00:00Z,2013-05-19T00:00:00Z,Physics,PC5221
NUSPF12830,Thomas Cohen,XXXXX536A,1973-05-05T00:00:00Z,2011-08-25T00:00:00Z,History,HY2235
NUSPF12831,Kathryn Zuniga,XXXXX576A,1969-08-25T00:00:00Z,2010-04-25T00:00:00Z,Statistics and Data Science,UTOS2201S
NUSPF12832,David Boyer,XXXXX464A,1981-12-02T00:00:00Z,2006-01-15T00:00:00Z,Yale-NUS College,YHU4240
NUSPF12833,Ashley Garrett,XXXXX907A,1987-03-26T00:00:00Z,2013-09-11T00:00:00Z,Yale-NUS College,YIR3301G
NUSPF12834,Sarah Walker,XXXXX417A,1972-01-31T00:00:00Z,1999-10-23T00:00:00Z,Information Systems and Analytics,IS5451
NUSPF12835,Joshua Scott,XXXXX298A,1972-09-14T00:00:00Z,2003-05-02T00:00:00Z,Computer Science,CS4242
NUSPF12836,Christine Tran,XXXXX285A,1991-04-21T00:00:00Z,2012-07-26T00:00:00Z,Electrical and Computer Engineering,EE5518
NUSPF12837,Michelle Wood,XXXXX585A,1980-08-23T00:00:00Z,2007-07-31T00:00:00Z,Civil and Environmental Engineering,CE4104
NUSPF12838,Dustin Rodriguez,XXXXX857A,1972-02-25T00:00:00Z,2008-09-16T00:00:00Z,YSTCM Dean's Office,MUL2110
NUSPF12839,Casey Jones,XXXXX683A,1976-07-20T00:00:00Z,2005-12-14T00:00:00Z,LKYSPP Dean's Office,PP5906
NUSPF12840,Tracy Gonzalez,XXXXX340A,1986-09-17T00:00:00Z,2006-11-13T00:00:00Z,Centre for Language Studies,LAM4201HM
NUSPF12841,Jamie Price DDS,XXXXX514A,1982-01-07T00:00:00Z,2012-03-31T00:00:00Z,LKYSPP Dean's Office,PP5406
NUSPF12842,Jill Mooney,XXXXX485A,1984-12-31T00:00:00Z,2007-08-17T00:00:00Z,Economics,EC4354HM
NUSPF12843,Jesse Perez,XXXXX341A,1981-12-05T00:00:00Z,2005-06-29T00:00:00Z,Biological Sciences,FSC5203
NUSPF12844,Joseph Arroyo,XXXXX725A,1978-06-03T00:00:00Z,2008-01-19T00:00:00Z,Civil and Environmental Engineering,CE5010B
NUSPF12845,Michael Chapman,XXXXX702A,1976-08-11T00:00:00Z,2000-06-22T00:00:00Z,English,TPS5202
NUSPF12846,Anita Brown,XXXXX866A,1970-01-12T00:00:00Z,2002-11-02T00:00:00Z,SCALE Dean's Office,TME3241
NUSPF12847,Jason Key,XXXXX953A,1979-01-12T00:00:00Z,2010-07-20T00:00:00Z,FoL Dean's Office,LL4528V
NUSPF12848,Karen Duncan,XXXXX420A,1989-06-23T00:00:00Z,2001-09-25T00:00:00Z,NUS Medicine Dean's Office,CDM5101
NUSPF12849,Erin Hunter,XXXXX592A,1990-08-13T00:00:00Z,2013-04-15T00:00:00Z,FoL Dean's Office,LL5295
NUSPF12850,Colleen Rodriguez,XXXXX127A,1986-07-23T00:00:00Z,2008-05-09T00:00:00Z,Economics,EC4362
NUSPF12851,Danielle Perkins,XXXXX153A,1994-02-14T00:00:00Z,2004-03-12T00:00:00Z,Psychology,PL6208
NUSPF12852,Julie Montes,XXXXX482A,1984-12-16T00:00:00Z,2009-12-20T00:00:00Z,Mathematics,MA2104
NUSPF12853,Rebecca Hays,XXXXX480A,1988-01-19T00:00:00Z,2001-02-14T00:00:00Z,Duke-NUS Dean's Office,GMS6813
NUSPF12854,Kristy Smith,XXXXX334A,1975-03-23T00:00:00Z,2013-07-27T00:00:00Z,NUSGS Dean’s Office,GS5002
NUSPF12855,Erika Sampson,XXXXX909A,1993-09-03T00:00:00Z,2002-06-07T00:00:00Z,BIZ Dean's Office,BMG5205
NUSPF12856,Michael Garcia,XXXXX315A,1970-09-19T00:00:00Z,2009-10-05T00:00:00Z,Chinese Studies,CH4660HM
NUSPF12857,Kathy Rowe,XXXXX457A,1989-08-29T00:00:00Z,2007-04-30T00:00:00Z,Yale-NUS College,YIR3318G
NUSPF12858,Joseph Hernandez,XXXXX256A,1988-04-18T00:00:00Z,2000-11-20T00:00:00Z,Yale-NUS College,YIR4301G
NUSPF12859,Christopher Cantu,XXXXX236A,1977-11-11T00:00:00Z,2008-09-14T00:00:00Z,Alice Lee Center for Nursing Studies,NUR5801G
NUSPF12860,Nicole Wade,XXXXX995A,1986-06-29T00:00:00Z,2006-10-24T00:00:00Z,SCALE Dean's Office,TIE2030
NUSPF12861,Eric Smith,XXXXX144A,1985-11-08T00:00:00Z,2009-08-06T00:00:00Z,Geography,GE4218HM
NUSPF12862,Lindsey Horton,XXXXX402A,1983-01-12T00:00:00Z,2002-10-14T00:00:00Z,Electrical and Computer Engineering,EE4511
NUSPF12863,Alyssa Jones,XXXXX386A,1977-08-24T00:00:00Z,2000-07-03T00:00:00Z,Political Science,GL4401
NUSPF12864,Michael Simpson,XXXXX377A,1978-04-06T00:00:00Z,2009-12-18T00:00:00Z,Chemical and Biomolecular Engineering,SH5002
NUSPF12865,Shirley Glover,XXXXX319A,1982-09-12T00:00:00Z,2010-06-06T00:00:00Z,FoL Dean's Office,LL4359Z
NUSPF12866,Maurice Porter,XXXXX876A,1973-04-03T00:00:00Z,1999-12-25T00:00:00Z,Office of the Provost,DMX1107
NUSPF12867,Samantha Perez,XXXXX644A,1979-05-03T00:00:00Z,2011-01-03T00:00:00Z,PharmacyandPharmaceuticalScience,PHS2102
NUSPF12868,Cole Landry,XXXXX280A,1991-09-11T00:00:00Z,2002-06-26T00:00:00Z,Materials Science and Engineering,MLE5240
NUSPF12869,Steven Underwood,XXXXX701A,1975-08-25T00:00:00Z,2009-04-07T00:00:00Z,History,HY5207
NUSPF12870,Elizabeth Rowland,XXXXX261A,1971-08-14T00:00:00Z,2006-08-03T00:00:00Z,Psychology,PL4234HM
NUSPF12871,Susan Thomas,XXXXX267A,1983-10-13T00:00:00Z,2002-07-06T00:00:00Z,BIZ Dean's Office,BMF5391C
NUSPF12872,Rachel Smith,XXXXX973A,1971-07-26T00:00:00Z,2011-04-25T00:00:00Z,Communications and New Media,NM4206HM
NUSPF12873,Kayla Oneal,XXXXX562A,1993-07-28T00:00:00Z,2000-03-30T00:00:00Z,Electrical and Computer Engineering,EE5508
NUSPF12874,Kara Hayes,XXXXX580A,1971-03-25T00:00:00Z,2005-12-02T00:00:00Z,Physics,PC5204B
NUSPF12875,Elizabeth Love,XXXXX667A,1982-04-14T00:00:00Z,2005-04-14T00:00:00Z,History,GES1012
NUSPF12876,Michelle Freeman,XXXXX626A,1972-05-03T00:00:00Z,2002-04-28T00:00:00Z,FoL Dean's Office,LL5043
NUSPF12877,Krista Jacobs,XXXXX954A,1977-01-01T00:00:00Z,2012-05-16T00:00:00Z,Psychology,PL4251HM
NUSPF12878,William Erickson,XXXXX881A,1981-05-13T00:00:00Z,2000-03-16T00:00:00Z,Chinese Studies,CHC5307
NUSPF12879,Kenneth Ruiz MD,XXXXX881A,1977-02-10T00:00:00Z,2008-04-18T00:00:00Z,Physics,HSI2013
NUSPF12880,Jamie Kirk,XXXXX900A,1980-07-27T00:00:00Z,2005-01-06T00:00:00Z,Geography,GEH1022
NUSPF12881,Valerie Zavala,XXXXX854A,1990-10-06T00:00:00Z,2010-09-22T00:00:00Z,Division of Graduate Medical Studies,AUD5115
NUSPF12882,Deanna Johnson,XXXXX901A,1984-02-23T00:00:00Z,2000-01-05T00:00:00Z,FoS Dean's Office,SP2201
NUSPF12883,Christopher Cummings,XXXXX845A,1979-12-09T00:00:00Z,2002-11-09T00:00:00Z,BIZ Dean's Office,BMA5539
NUSPF12884,Lisa Carrillo,XXXXX687A,1991-12-28T00:00:00Z,2001-04-05T00:00:00Z,Computer Science,CS4239
NUSPF12885,Katie Butler,XXXXX580A,1979-06-30T00:00:00Z,2014-04-27T00:00:00Z,PharmacyandPharmaceuticalScience,PR5134
NUSPF12886,Jennifer Pollard,XXXXX696A,1993-01-09T00:00:00Z,2004-02-07T00:00:00Z,Center for Engl Lang Comms,UTW1001T
NUSPF12887,Alexis Brooks,XXXXX254A,1979-12-28T00:00:00Z,2011-10-23T00:00:00Z,Yale-NUS College,YHU2268
NUSPF12888,Mark Bradshaw,XXXXX270A,1980-06-14T00:00:00Z,1999-07-20T00:00:00Z,English,TPS5203
NUSPF12889,Cynthia Nelson,XXXXX135A,1987-07-26T00:00:00Z,2004-12-29T00:00:00Z,Built Environment,PF2102
NUSPF12890,Tiffany Gonzalez,XXXXX347A,1974-12-21T00:00:00Z,2002-08-27T00:00:00Z,Economics,EC2205
NUSPF12891,Christopher Nolan,XXXXX917A,1984-08-12T00:00:00Z,2009-09-01T00:00:00Z,Yale-NUS College,YSS3259
NUSPF12892,Timothy Brown,XXXXX902A,1992-10-02T00:00:00Z,2010-01-28T00:00:00Z,Yale-NUS College,YIR3301
NUSPF12893,Mark Cook,XXXXX193A,1992-11-25T00:00:00Z,2008-06-10T00:00:00Z,History,HY4205HM
NUSPF12894,Benjamin Martin,XXXXX195A,1972-04-24T00:00:00Z,2011-05-06T00:00:00Z,Duke-NUS Dean's Office,GMS5701
NUSPF12895,Adam Hogan,XXXXX768A,1970-04-25T00:00:00Z,2007-04-15T00:00:00Z,Communications and New Media,ACE5401
NUSPF12896,Erin Swanson,XXXXX821A,1992-10-02T00:00:00Z,2005-09-21T00:00:00Z,Yale-NUS College,YSC2244
NUSPF12897,Dawn Vega,XXXXX623A,1983-04-03T00:00:00Z,2007-08-22T00:00:00Z,Psychology,PL4219HM
NUSPF12898,Sheila Jackson,XXXXX792A,1994-06-26T00:00:00Z,2001-04-23T00:00:00Z,Electrical and Computer Engineering,EE5002
NUSPF12899,Mary Fernandez,XXXXX426A,1982-07-10T00:00:00Z,2001-02-24T00:00:00Z,Division of Graduate Medical Studies,HM5107
NUSPF12900,Duane Rubio,XXXXX480A,1992-02-01T00:00:00Z,2001-09-18T00:00:00Z,Social Work,SW3103C
NUSPF12901,Vanessa Gutierrez,XXXXX794A,1971-12-30T00:00:00Z,2005-10-24T00:00:00Z,Civil and Environmental Engineering,ESE5003
NUSPF12902,Shelly Steele,XXXXX860A,1987-01-11T00:00:00Z,2003-09-24T00:00:00Z,FoL Dean's Office,LC1002I
NUSPF12903,Pamela Nash,XXXXX901A,1988-10-24T00:00:00Z,2009-04-02T00:00:00Z,Food Science and Technology,FST4312
NUSPF12904,George Watts,XXXXX892A,1972-06-03T00:00:00Z,2007-06-24T00:00:00Z,Japanese Studies,JSC5302
NUSPF12905,Steven Pope Jr.,XXXXX588A,1988-09-19T00:00:00Z,2009-08-27T00:00:00Z,Biological Sciences,BL5202A
NUSPF12906,Spencer Schultz,XXXXX630A,1978-07-17T00:00:00Z,2004-05-18T00:00:00Z,Centre for Language Studies,LAJ1201
NUSPF12907,Aimee Joyce,XXXXX931A,1980-11-04T00:00:00Z,2012-12-24T00:00:00Z,Center for Engl Lang Comms,UTW1001Q
NUSPF12908,Douglas George,XXXXX597A,1987-06-19T00:00:00Z,2001-09-26T00:00:00Z,SCALE Dean's Office,TCE4408
NUSPF12909,Heather Hendricks,XXXXX565A,1971-04-02T00:00:00Z,2001-04-22T00:00:00Z,Mathematics,MA1513
NUSPF12910,Andre Ray,XXXXX932A,1987-10-15T00:00:00Z,2014-02-08T00:00:00Z,Chemistry,CM3289R
NUSPF12911,James Bartlett,XXXXX732A,1991-06-23T00:00:00Z,2004-06-17T00:00:00Z,Mathematics,DSA5104
NUSPF12912,Shannon Owen,XXXXX666A,1990-07-12T00:00:00Z,2005-02-24T00:00:00Z,Social Work,SWM5106
NUSPF12913,Amy Valdez,XXXXX246A,1992-09-18T00:00:00Z,2001-04-06T00:00:00Z,NUS College Dean's Office,NPS2001A
NUSPF12914,Evelyn Castillo,XXXXX386A,1988-08-11T00:00:00Z,2000-08-29T00:00:00Z,FoL Dean's Office,LL4054
NUSPF12915,Steven Griffin,XXXXX558A,1976-08-30T00:00:00Z,2006-03-30T00:00:00Z,Division of Graduate Medical Studies,VM5101
NUSPF12916,Emily Carlson,XXXXX856A,1971-05-23T00:00:00Z,2005-02-26T00:00:00Z,Biological Sciences,LSM3266
NUSPF12917,Emily Kelley,XXXXX277A,1991-06-03T00:00:00Z,2001-07-06T00:00:00Z,Economics,ECA5304
NUSPF12918,David Martin,XXXXX179A,1972-01-21T00:00:00Z,2007-11-19T00:00:00Z,BIZ Dean's Office,DMB1204ACC
NUSPF12919,Sandra Clark,XXXXX462A,1973-02-01T00:00:00Z,2001-06-20T00:00:00Z,NUS Medicine Dean's Office,BIH5004
NUSPF12920,Scott Fletcher,XXXXX992A,1992-07-26T00:00:00Z,2013-05-12T00:00:00Z,FoL Dean's Office,LL5012
NUSPF12921,Sergio Ayers,XXXXX472A,1970-06-21T00:00:00Z,2001-01-22T00:00:00Z,Information Systems and Analytics,BT4103
NUSPF12922,Robert Johnson,XXXXX243A,1986-11-16T00:00:00Z,2009-11-19T00:00:00Z,Centre for Language Studies,LAG4202
NUSPF12923,Daniel Williams,XXXXX551A,1975-08-24T00:00:00Z,2006-06-17T00:00:00Z,Statistics and Data Science,ST5210
NUSPF12924,Steven Campbell,XXXXX175A,1982-02-14T00:00:00Z,2007-04-02T00:00:00Z,Civil and Environmental Engineering,CE5308A
NUSPF12925,Donald Cook,XXXXX611A,1978-12-18T00:00:00Z,2004-06-18T00:00:00Z,Food Science and Technology,FST3103
NUSPF12926,Steve Lewis,XXXXX191A,1990-10-11T00:00:00Z,2003-01-26T00:00:00Z,Biological Sciences,BL5311
NUSPF12927,Christopher Murphy,XXXXX627A,1987-12-15T00:00:00Z,2009-07-21T00:00:00Z,Economics,PE4402E
NUSPF12928,Rick Torres,XXXXX256A,1971-01-13T00:00:00Z,2011-06-08T00:00:00Z,Yale-NUS College,YSS3243
NUSPF12929,Cynthia Melendez,XXXXX507A,1986-02-08T00:00:00Z,2003-02-11T00:00:00Z,NUS-ISS,ISY5002
NUSPF12930,Alan Huynh,XXXXX803A,1989-03-17T00:00:00Z,2005-07-01T00:00:00Z,Biological Sciences,LSM2234
NUSPF12931,John Ortiz,XXXXX962A,1983-07-05T00:00:00Z,2000-11-23T00:00:00Z,Alice Lee Center for Nursing Studies,NUR5803G
NUSPF12932,Anne Jordan,XXXXX169A,1971-05-06T00:00:00Z,2007-01-25T00:00:00Z,Statistics and Data Science,DSA1101
NUSPF12933,Austin Carr,XXXXX978A,1993-09-20T00:00:00Z,2003-02-27T00:00:00Z,Physics,PC3411
NUSPF12934,Melanie Chavez,XXXXX531A,1969-10-15T00:00:00Z,2008-11-12T00:00:00Z,FASS DO/Office of Programmes,NHS3911EN
NUSPF12935,Melinda Little,XXXXX342A,1985-05-25T00:00:00Z,2013-04-28T00:00:00Z,BIZ Dean's Office,RE5014
NUSPF12936,Alisha Reyes,XXXXX615A,1984-06-17T00:00:00Z,2014-01-06T00:00:00Z,Yale-NUS College,YHU4278
NUSPF12937,Kimberly Allen,XXXXX671A,1972-08-10T00:00:00Z,2002-03-20T00:00:00Z,Alice Lee Center for Nursing Studies,NUR5702
NUSPF12938,Shannon Benjamin,XXXXX562A,1971-09-13T00:00:00Z,2014-06-16T00:00:00Z,Residential College 4,UTC2726
NUSPF12939,Thomas Thomas,XXXXX141A,1985-12-14T00:00:00Z,2005-06-04T00:00:00Z,SSH School of Public Health Dean's Office,SPH5315
NUSPF12940,Mark Johnson,XXXXX731A,1988-12-04T00:00:00Z,2003-12-23T00:00:00Z,Industrial Systems Engineering and Management,MT5026
NUSPF12941,Michael Espinoza,XXXXX759A,1985-12-24T00:00:00Z,2010-08-18T00:00:00Z,FoL Dean's Office,LL5309V
NUSPF12942,Kathleen Lawrence,XXXXX136A,1991-09-15T00:00:00Z,2004-03-10T00:00:00Z,Yale-NUS College,YIR4306G
NUSPF12943,Theresa Wilson,XXXXX467A,1990-12-14T00:00:00Z,2011-01-03T00:00:00Z,Yale-NUS College,YIR3307
NUSPF12944,Angela Gonzalez,XXXXX981A,1983-04-16T00:00:00Z,2008-04-14T00:00:00Z,Biological Sciences,FSC3101
NUSPF12945,Michael Hernandez,XXXXX874A,1982-02-03T00:00:00Z,2000-08-08T00:00:00Z,History,HY4401HM
NUSPF12946,Terry White,XXXXX783A,1976-05-04T00:00:00Z,2002-05-19T00:00:00Z,Communications and New Media,NMC5364
