Subject,Predicate,Object,Predicate2,Object2
Amanda Martinez,takes_module,JS4217,and_scored,C
Amanda Martinez,takes_module,ASP1201CH,and_scored,B+
Amanda Martinez,takes_module,JS3213,and_scored,B
Amanda Martinez,takes_module,CH4201HM,and_scored,B+
Amanda Martinez,takes_module,GE3253,and_scored,A+
Amanda Martinez,takes_module,SN2278,and_scored,B
Amanda Martinez,takes_module,PS4322HM,and_scored,B+
Amanda Martinez,takes_module,SN2275,and_scored,A-
Amanda Martinez,takes_module,SN2285,and_scored,B
Amanda Martinez,takes_module,GESS1003,and_scored,A
Amanda Martinez,takes_module,NM4255HM,and_scored,F
Amanda Martinez,takes_module,NM2223,and_scored,A-
Amanda Martinez,takes_module,PS4234HM,and_scored,A-
Amanda Martinez,takes_module,HY4216HM,and_scored,C
Amanda Martinez,takes_module,MS4880AHM,and_scored,A-
Amanda Martinez,takes_module,MS3550,and_scored,B+
Amanda Martinez,takes_module,MS2220,and_scored,F
Amanda Martinez,takes_module,PS4203,and_scored,C
Amanda Martinez,takes_module,PS3238,and_scored,C+
Amanda Martinez,takes_module,FAS3551,and_scored,B+
Amanda Martinez,takes_module,SC4222,and_scored,A+
Amanda Martinez,takes_module,GE2102,and_scored,B-
Amanda Martinez,takes_module,MS4207,and_scored,B
Amanda Martinez,takes_module,MS3214,and_scored,C+
Amanda Martinez,takes_module,SC3206,and_scored,B
Amanda Martinez,takes_module,HY4223HM,and_scored,A-
Jennifer Shannon,takes_module,ENV2102,and_scored,C+
Jennifer Shannon,takes_module,ST4299,and_scored,F
Jennifer Shannon,takes_module,HS1402S,and_scored,A-
Jennifer Shannon,takes_module,MA4288P,and_scored,F
Jennifer Shannon,takes_module,UTOS2201P,and_scored,D
Jennifer Shannon,takes_module,PC4288Q,and_scored,B-
Jennifer Shannon,takes_module,FST3310,and_scored,B+
Jennifer Shannon,takes_module,SP2274,and_scored,D
Jennifer Shannon,takes_module,MA2401,and_scored,A+
Jennifer Shannon,takes_module,MA1301,and_scored,D
Jennifer Shannon,takes_module,PC4312,and_scored,C+
Jennifer Shannon,takes_module,PC3239,and_scored,D
Jennifer Shannon,takes_module,UTOS2201B,and_scored,A+
Jennifer Shannon,takes_module,MA2001,and_scored,C+
Jennifer Shannon,takes_module,COS1000,and_scored,A+
Jennifer Shannon,takes_module,DSA2102,and_scored,C
Jennifer Shannon,takes_module,UTOS2001B,and_scored,A+
Jennifer Shannon,takes_module,CM4299,and_scored,B+
Jennifer Shannon,takes_module,ENV3288,and_scored,F
Jennifer Shannon,takes_module,ENV2289,and_scored,C
Jennifer Shannon,takes_module,DSA1101,and_scored,D
Jennifer Shannon,takes_module,DSA2313,and_scored,C
Jennifer Shannon,takes_module,HS1403S,and_scored,A-
Jennifer Shannon,takes_module,DMS1401CM,and_scored,F
Jennifer Shannon,takes_module,ENV2103,and_scored,A+
Jennifer Shannon,takes_module,DSA4288M,and_scored,C+
Jennifer Shannon,takes_module,CM3313,and_scored,C
Jennifer Shannon,takes_module,UTOS2001M,and_scored,C
Jennifer Shannon,takes_module,HS1401S,and_scored,B
Jennifer Shannon,takes_module,ENV3289R,and_scored,F
Jennifer Shannon,takes_module,MA2288R,and_scored,A+
Jennifer Shannon,takes_module,QF3312,and_scored,A
Sara Jones,takes_module,MUA1163,and_scored,F
Sara Jones,takes_module,MUA1172,and_scored,D
Sara Jones,takes_module,GESS1015,and_scored,A
Sara Jones,takes_module,CFA1111B,and_scored,F
Sara Jones,takes_module,MUA1240,and_scored,B
Sara Jones,takes_module,MUA1190,and_scored,C+
Sara Jones,takes_module,MUA1168,and_scored,A
Sara Jones,takes_module,MUA1192,and_scored,A
Jessica Herrera,takes_module,UTOS2001M,and_scored,C
Jessica Herrera,takes_module,MA4198,and_scored,A-
Jessica Herrera,takes_module,QF3310,and_scored,B-
Jessica Herrera,takes_module,CM2313,and_scored,C
Jessica Herrera,takes_module,LSM4312,and_scored,F
Jessica Herrera,takes_module,ST3288,and_scored,A
Jessica Herrera,takes_module,ENV2288,and_scored,C
Jessica Herrera,takes_module,PHS3313,and_scored,A+
Jessica Herrera,takes_module,SP2273,and_scored,B-
Jessica Herrera,takes_module,XFS4199C,and_scored,B+
Jessica Herrera,takes_module,UTOS2002P,and_scored,A
Jessica Herrera,takes_module,UTOS2201,and_scored,B-
Jessica Herrera,takes_module,UTOS2002,and_scored,A-
Jessica Herrera,takes_module,MA4288O,and_scored,A-
Jessica Herrera,takes_module,DSA3312,and_scored,B
Jessica Herrera,takes_module,CM1417,and_scored,A+
Jessica Herrera,takes_module,LSM2312,and_scored,D
Jessica Herrera,takes_module,FST3181,and_scored,F
Jessica Herrera,takes_module,CM3288,and_scored,C
Jessica Herrera,takes_module,QF3311,and_scored,D
Jessica Herrera,takes_module,GES1021,and_scored,D
Jessica Herrera,takes_module,MA2310,and_scored,A
Jessica Herrera,takes_module,ST3289,and_scored,A+
Jessica Herrera,takes_module,MA3289,and_scored,A
Jessica Herrera,takes_module,PC2239,and_scored,D
Jessica Herrera,takes_module,XFS4199M,and_scored,D
Jessica Herrera,takes_module,PC4199,and_scored,A-
Jessica Herrera,takes_module,ST4199,and_scored,B
Jessica Herrera,takes_module,CM4299,and_scored,D
Jessica Herrera,takes_module,QF4313,and_scored,A
Jessica Herrera,takes_module,UTOS2002S,and_scored,A
Jessica Herrera,takes_module,SP2201,and_scored,B-
Heather Charles,takes_module,MUA1153,and_scored,A+
Heather Charles,takes_module,MUH2201,and_scored,C+
Heather Charles,takes_module,MUA4113,and_scored,D
Heather Charles,takes_module,GEC1035,and_scored,B-
Heather Charles,takes_module,MUT4201,and_scored,A-
Heather Charles,takes_module,MUA3260,and_scored,F
Heather Charles,takes_module,MUA1154,and_scored,A
Heather Charles,takes_module,MUH2204,and_scored,A-
Heather Charles,takes_module,MUA2110,and_scored,B+
Heather Charles,takes_module,MUL1105,and_scored,B+
Heather Charles,takes_module,MUA1168,and_scored,C+
Heather Charles,takes_module,MUA3154,and_scored,A
Heather Charles,takes_module,MUA3221,and_scored,B-
Heather Charles,takes_module,MUA1109,and_scored,B+
Heather Charles,takes_module,MUA3117,and_scored,C
Heather Charles,takes_module,GEX1022,and_scored,B
Heather Charles,takes_module,MUL2107,and_scored,B+
Heather Charles,takes_module,CFA1101B,and_scored,A
Heather Charles,takes_module,MUA2172,and_scored,C+
Heather Charles,takes_module,MUA1172,and_scored,B+
Heather Charles,takes_module,MUH3205,and_scored,B-
Heather Charles,takes_module,GET1019,and_scored,B-
Heather Charles,takes_module,MUA3226,and_scored,F
Heather Charles,takes_module,GESS1015,and_scored,B
Heather Charles,takes_module,MUL2108,and_scored,B-
Heather Charles,takes_module,MUA3194,and_scored,D
Heather Charles,takes_module,MUA1161,and_scored,C+
Heather Charles,takes_module,MUA3115,and_scored,D
Heather Charles,takes_module,MUA1107,and_scored,A
Heather Charles,takes_module,MUA1240,and_scored,A+
Heather Charles,takes_module,MUA2177,and_scored,D
Heather Charles,takes_module,MUA3178,and_scored,A+
Tracey Wise,takes_module,MUA2203,and_scored,A+
Tracey Wise,takes_module,MUA3260,and_scored,D
Tracey Wise,takes_module,MUA2205,and_scored,B+
Tracey Wise,takes_module,MUA1168,and_scored,A-
Tracey Wise,takes_module,MUA1196,and_scored,C+
Tracey Wise,takes_module,MUA2210,and_scored,B-
Tracey Wise,takes_module,MUA3263,and_scored,B
Tracey Wise,takes_module,MUA3230,and_scored,F
Tracey Wise,takes_module,GET1047,and_scored,A+
Tracey Wise,takes_module,MUA3219,and_scored,A-
Tracey Wise,takes_module,MUA3205,and_scored,B-
Tracey Wise,takes_module,MUA1101,and_scored,C+
Tracey Wise,takes_module,MUA3228,and_scored,B+
Tracey Wise,takes_module,GET1040,and_scored,B+
Tracey Wise,takes_module,MUA3271,and_scored,D
Tracey Wise,takes_module,MUA3188,and_scored,A
Tracey Wise,takes_module,MUA1107,and_scored,B
Tracey Wise,takes_module,GEX1027,and_scored,D
Tracey Wise,takes_module,MUA1192,and_scored,A+
Tracey Wise,takes_module,MUA3256,and_scored,B-
Tracey Wise,takes_module,MUA2204,and_scored,B
Tracey Wise,takes_module,MUA3255,and_scored,F
Tracey Wise,takes_module,MUA1153,and_scored,B
Tracey Wise,takes_module,MUA3189,and_scored,B-
Krystal Cooley,takes_module,LAD1001,and_scored,F
Krystal Cooley,takes_module,LAD4010,and_scored,A+
Krystal Cooley,takes_module,AR1101,and_scored,A
Krystal Cooley,takes_module,EE4002R,and_scored,B
Krystal Cooley,takes_module,ESP2107,and_scored,A+
Krystal Cooley,takes_module,PF3307,and_scored,B
Krystal Cooley,takes_module,ID1300,and_scored,B+
Krystal Cooley,takes_module,GES1019,and_scored,D
Krystal Cooley,takes_module,ME4101A,and_scored,C+
Krystal Cooley,takes_module,CN2105,and_scored,A
Krystal Cooley,takes_module,BN4203,and_scored,A-
Krystal Cooley,takes_module,CN4235,and_scored,C+
Krystal Cooley,takes_module,PF3401,and_scored,D
Krystal Cooley,takes_module,BN2201,and_scored,C
Krystal Cooley,takes_module,LAD1003,and_scored,A+
Krystal Cooley,takes_module,BN4501,and_scored,A+
Krystal Cooley,takes_module,EE3431C,and_scored,B+
Krystal Cooley,takes_module,AR3722,and_scored,C
Krystal Cooley,takes_module,MLE2001A,and_scored,B
Krystal Cooley,takes_module,ME2102,and_scored,D
Krystal Cooley,takes_module,IE1111R,and_scored,C+
Krystal Cooley,takes_module,AR2522,and_scored,A
Krystal Cooley,takes_module,ME3263,and_scored,A+
Krystal Cooley,takes_module,EG2401A,and_scored,F
Krystal Cooley,takes_module,CE4104,and_scored,A-
Krystal Cooley,takes_module,BN2111,and_scored,A+
Krystal Cooley,takes_module,ID2115,and_scored,B
Krystal Cooley,takes_module,BN1111,and_scored,A
Krystal Cooley,takes_module,ME4253,and_scored,B+
Krystal Cooley,takes_module,BN2301,and_scored,B+
Krystal Cooley,takes_module,MLE4213,and_scored,A-
Krystal Cooley,takes_module,BN2204,and_scored,A-
Kendra Waters,takes_module,HS1403S,and_scored,C
Kendra Waters,takes_module,PR1152,and_scored,A
Kendra Waters,takes_module,HSI1000,and_scored,F
Kendra Waters,takes_module,GEH1018,and_scored,A
Kendra Waters,takes_module,HS1402S,and_scored,A-
Kendra Waters,takes_module,MA1301X,and_scored,C+
Kendra Waters,takes_module,MA1312,and_scored,B
Kendra Waters,takes_module,PHS1101,and_scored,C
Kathryn Davis,takes_module,GES1029,and_scored,B+
Kathryn Davis,takes_module,HS2914,and_scored,A
Kathryn Davis,takes_module,SN1101E,and_scored,B
Kathryn Davis,takes_module,GES1040,and_scored,A-
Kathryn Davis,takes_module,SE2218,and_scored,D
Kathryn Davis,takes_module,FAS3551,and_scored,A
Kathryn Davis,takes_module,AH2101,and_scored,B-
Kathryn Davis,takes_module,HY3236,and_scored,B-
Kathryn Davis,takes_module,PE2101P,and_scored,C+
Kathryn Davis,takes_module,HS2907,and_scored,A+
Kathryn Davis,takes_module,NM3230,and_scored,B-
Kathryn Davis,takes_module,PS3257,and_scored,C+
Kathryn Davis,takes_module,CH2390,and_scored,B+
Kathryn Davis,takes_module,SE3219,and_scored,A
Kathryn Davis,takes_module,EN2207,and_scored,F
Kathryn Davis,takes_module,SN3261,and_scored,C+
Kathryn Davis,takes_module,GE3256,and_scored,B-
Kathryn Davis,takes_module,GES1007,and_scored,D
Kathryn Davis,takes_module,GES1041,and_scored,B
Kathryn Davis,takes_module,AN3551,and_scored,A+
Kathryn Davis,takes_module,SC3225,and_scored,A+
Kathryn Davis,takes_module,HY3226,and_scored,B+
Kathryn Davis,takes_module,HSH1000,and_scored,B+
Kathryn Davis,takes_module,PL2131,and_scored,F
Alice Ortiz,takes_module,FST3288R,and_scored,A
Alice Ortiz,takes_module,GET1020,and_scored,A+
Alice Ortiz,takes_module,SP2273,and_scored,A+
Alice Ortiz,takes_module,UTOS2201P,and_scored,A-
Alice Ortiz,takes_module,ZB3310,and_scored,A
Alice Ortiz,takes_module,UTOS2201,and_scored,B+
Alice Ortiz,takes_module,PR1154,and_scored,B+
Alice Ortiz,takes_module,PHS3312,and_scored,A+
Alice Ortiz,takes_module,HS2915,and_scored,A-
Alice Ortiz,takes_module,PC3289Q,and_scored,F
Alice Ortiz,takes_module,GEH1018,and_scored,D
Alice Ortiz,takes_module,DSA2313,and_scored,A+
Alice Ortiz,takes_module,PC3239,and_scored,F
Alice Ortiz,takes_module,LSM3288,and_scored,B-
Alice Ortiz,takes_module,UTOS2001S,and_scored,F
Alice Ortiz,takes_module,HS1403S,and_scored,B+
Alice Ortiz,takes_module,UTOS2201F,and_scored,F
Alice Ortiz,takes_module,CM3313,and_scored,A+
Alice Ortiz,takes_module,FSC2101,and_scored,A-
Alice Ortiz,takes_module,PC1201,and_scored,C
Alice Ortiz,takes_module,QF2312,and_scored,A
Alice Ortiz,takes_module,PC2239,and_scored,A
Alice Ortiz,takes_module,PR1152,and_scored,B
Alice Ortiz,takes_module,SP2274,and_scored,B+
John Rogers,takes_module,EG1311,and_scored,B-
John Rogers,takes_module,CN2102,and_scored,A
John Rogers,takes_module,ESP2106,and_scored,B+
John Rogers,takes_module,EG1611,and_scored,B
John Rogers,takes_module,BN2111,and_scored,A-
John Rogers,takes_module,AR2228,and_scored,B
John Rogers,takes_module,ESP2111,and_scored,C
John Rogers,takes_module,IE2141,and_scored,A-
John Rogers,takes_module,IPM1104,and_scored,B+
John Rogers,takes_module,ESE2101,and_scored,C+
John Rogers,takes_module,LAD2003,and_scored,C+
John Rogers,takes_module,PF2102,and_scored,B+
John Rogers,takes_module,ID1118,and_scored,D
John Rogers,takes_module,CDE2503,and_scored,B
John Rogers,takes_module,ID2115,and_scored,B-
John Rogers,takes_module,LAD2005,and_scored,A
Theresa Tran,takes_module,MUA1165,and_scored,B
Theresa Tran,takes_module,MUL2107,and_scored,B
Theresa Tran,takes_module,MUA1163,and_scored,A+
Theresa Tran,takes_module,MUA2153,and_scored,B
Theresa Tran,takes_module,MUL1105,and_scored,B+
Theresa Tran,takes_module,CFA1111B,and_scored,C+
Theresa Tran,takes_module,MUA1223,and_scored,F
Theresa Tran,takes_module,MUL2109,and_scored,B
Theresa Tran,takes_module,GET1040,and_scored,A-
Theresa Tran,takes_module,MUA2205,and_scored,A
Theresa Tran,takes_module,GES1020,and_scored,C+
Theresa Tran,takes_module,MUA2256,and_scored,A
Theresa Tran,takes_module,MUA2255A,and_scored,A+
Theresa Tran,takes_module,MUA1107,and_scored,C+
Theresa Tran,takes_module,MUA2109,and_scored,A-
Theresa Tran,takes_module,MUL2110,and_scored,D
Shelley Nelson,takes_module,GEH1060,and_scored,B-
Shelley Nelson,takes_module,MUA1163,and_scored,A
Shelley Nelson,takes_module,MUA2256,and_scored,A
Shelley Nelson,takes_module,MUA2153,and_scored,B+
Shelley Nelson,takes_module,MUA2255B,and_scored,B-
Shelley Nelson,takes_module,CFA1101B,and_scored,C
Shelley Nelson,takes_module,MUA2154,and_scored,A-
Shelley Nelson,takes_module,GEC1014,and_scored,B+
Shelley Nelson,takes_module,MUA1154,and_scored,F
Shelley Nelson,takes_module,MUA2177,and_scored,C+
Shelley Nelson,takes_module,MUA2255A,and_scored,B-
Shelley Nelson,takes_module,MUA1223,and_scored,A-
Shelley Nelson,takes_module,MUA2172,and_scored,B+
Shelley Nelson,takes_module,MUA1167,and_scored,C
Shelley Nelson,takes_module,CFA2101B,and_scored,D
Shelley Nelson,takes_module,MUA1168,and_scored,A+
Virginia Ryan,takes_module,PC2239,and_scored,B-
Virginia Ryan,takes_module,CM4299,and_scored,A+
Virginia Ryan,takes_module,SP2201,and_scored,C
Virginia Ryan,takes_module,ENV3101,and_scored,B+
Virginia Ryan,takes_module,HS1403S,and_scored,B
Virginia Ryan,takes_module,UTOS2201S,and_scored,D
Virginia Ryan,takes_module,ST3310,and_scored,F
Virginia Ryan,takes_module,DMS1401CM,and_scored,F
Virginia Ryan,takes_module,FDP2021,and_scored,B+
Virginia Ryan,takes_module,UTOS2001R,and_scored,C+
Virginia Ryan,takes_module,QF4199,and_scored,C+
Virginia Ryan,takes_module,SP2273,and_scored,B-
Virginia Ryan,takes_module,PC2411,and_scored,C+
Virginia Ryan,takes_module,ENV3289R,and_scored,F
Virginia Ryan,takes_module,DSA2312,and_scored,F
Virginia Ryan,takes_module,UTOS2002C,and_scored,B
Virginia Ryan,takes_module,HS2916,and_scored,B+
Virginia Ryan,takes_module,SP1230,and_scored,A-
Virginia Ryan,takes_module,UTOS2201M,and_scored,A+
Virginia Ryan,takes_module,LSM3313,and_scored,C+
Virginia Ryan,takes_module,QF2310,and_scored,A-
Virginia Ryan,takes_module,ENV3288R,and_scored,A-
Virginia Ryan,takes_module,MA3289,and_scored,A
Virginia Ryan,takes_module,FST2204,and_scored,C+
Virginia Ryan,takes_module,LSM3312,and_scored,D
Virginia Ryan,takes_module,ENV2102,and_scored,B
Virginia Ryan,takes_module,PHS2313,and_scored,B-
Virginia Ryan,takes_module,XFS4199M,and_scored,B-
Virginia Ryan,takes_module,ENV3202A,and_scored,D
Virginia Ryan,takes_module,GES1021,and_scored,B-
Virginia Ryan,takes_module,GET1020,and_scored,D
Virginia Ryan,takes_module,PC3289N,and_scored,A+
Alexander Smith,takes_module,LC1002C,and_scored,B
Alexander Smith,takes_module,LC2017,and_scored,F
Alexander Smith,takes_module,LC1002F,and_scored,A+
Alexander Smith,takes_module,LC1025,and_scored,B-
Alexander Smith,takes_module,LC2006E,and_scored,A+
Alexander Smith,takes_module,LC2010G,and_scored,B
Alexander Smith,takes_module,LC2012,and_scored,C+
Alexander Smith,takes_module,LC1001G,and_scored,A+
Alexander Smith,takes_module,LC2010A,and_scored,C+
Alexander Smith,takes_module,LC2009,and_scored,B+
Alexander Smith,takes_module,LC1002I,and_scored,D
Alexander Smith,takes_module,LC1002H,and_scored,A+
Alexander Smith,takes_module,LC1002D,and_scored,A+
Alexander Smith,takes_module,LC1001F,and_scored,B+
Alexander Smith,takes_module,LC2010D,and_scored,A
Alexander Smith,takes_module,LC2008H,and_scored,A-
Alexander Smith,takes_module,LC2006B,and_scored,A
Alexander Smith,takes_module,LC2006C,and_scored,A
Alexander Smith,takes_module,LC1001D,and_scored,A
Alexander Smith,takes_module,LC1001B,and_scored,C
Alexander Smith,takes_module,LC1002E,and_scored,C
Alexander Smith,takes_module,LC1002G,and_scored,A
Alexander Smith,takes_module,LC2006F,and_scored,B+
Alexander Smith,takes_module,LC1004,and_scored,A
Alisha Gibson,takes_module,CM3288R,and_scored,A
Alisha Gibson,takes_module,QF2312,and_scored,C+
Alisha Gibson,takes_module,FST3181,and_scored,C+
Alisha Gibson,takes_module,HS1501,and_scored,A-
Alisha Gibson,takes_module,UTOS2001S,and_scored,B+
Alisha Gibson,takes_module,ZB3310,and_scored,B-
Alisha Gibson,takes_module,FST3310,and_scored,B-
Alisha Gibson,takes_module,CM1417,and_scored,B-
Alisha Gibson,takes_module,UTOS2001P,and_scored,C+
Alisha Gibson,takes_module,SP2201,and_scored,A+
Alisha Gibson,takes_module,DMS1401SP,and_scored,B+
Alisha Gibson,takes_module,GEH1050,and_scored,B+
Alisha Gibson,takes_module,LSM3313,and_scored,B+
Alisha Gibson,takes_module,HS2915,and_scored,D
Alisha Gibson,takes_module,GEX1007,and_scored,B+
Alisha Gibson,takes_module,UTOS2002C,and_scored,C+
Alisha Gibson,takes_module,FST3288R,and_scored,A+
Alisha Gibson,takes_module,MA1301,and_scored,A-
Alisha Gibson,takes_module,MA3288,and_scored,B
Alisha Gibson,takes_module,UTOS2001,and_scored,A-
Alisha Gibson,takes_module,UTOS2002M,and_scored,C
Alisha Gibson,takes_module,FST2313,and_scored,A+
Alisha Gibson,takes_module,PC2174A,and_scored,F
Alisha Gibson,takes_module,QF2310,and_scored,F
Erik Terrell,takes_module,TS2243,and_scored,A+
Erik Terrell,takes_module,HS2920,and_scored,D
Erik Terrell,takes_module,GES1012,and_scored,F
Erik Terrell,takes_module,GESS1025,and_scored,A+
Erik Terrell,takes_module,HY3231,and_scored,A+
Erik Terrell,takes_module,CH2291,and_scored,D
Erik Terrell,takes_module,GES1030,and_scored,F
Erik Terrell,takes_module,HY3236,and_scored,F
Erik Terrell,takes_module,GEN2000,and_scored,A+
Erik Terrell,takes_module,EC2303,and_scored,C+
Erik Terrell,takes_module,GEC1041,and_scored,A
Erik Terrell,takes_module,SC3227,and_scored,A
Erik Terrell,takes_module,GEH1015,and_scored,B+
Erik Terrell,takes_module,SC2205,and_scored,A+
Erik Terrell,takes_module,GES1015,and_scored,B+
Erik Terrell,takes_module,ASP1201MS,and_scored,A
Erik Terrell,takes_module,HY3260,and_scored,B-
Erik Terrell,takes_module,SN3223,and_scored,C
Erik Terrell,takes_module,MS2212,and_scored,A+
Erik Terrell,takes_module,NM3241,and_scored,A+
Erik Terrell,takes_module,GEH1077,and_scored,A+
Erik Terrell,takes_module,CH2293,and_scored,A+
Erik Terrell,takes_module,SN2275,and_scored,B
Erik Terrell,takes_module,GES1007,and_scored,B+
Kenneth Michael,takes_module,LC1002J,and_scored,B+
Kenneth Michael,takes_module,LC1002D,and_scored,A+
Kenneth Michael,takes_module,LC1002C,and_scored,B+
Kenneth Michael,takes_module,LC1001D,and_scored,B
Kenneth Michael,takes_module,LC1004,and_scored,F
Kenneth Michael,takes_module,LC2006B,and_scored,C+
Kenneth Michael,takes_module,LC2006G,and_scored,A-
Kenneth Michael,takes_module,LC1016,and_scored,C
Kenneth Michael,takes_module,LC2009,and_scored,C
Kenneth Michael,takes_module,LC2010E,and_scored,C
Kenneth Michael,takes_module,LC2017,and_scored,A+
Kenneth Michael,takes_module,LC2012,and_scored,C+
Kenneth Michael,takes_module,LC2008H,and_scored,F
Kenneth Michael,takes_module,LC2006D,and_scored,A+
Kenneth Michael,takes_module,LC1003,and_scored,A
Kenneth Michael,takes_module,LC1001B,and_scored,B+
Kenneth Michael,takes_module,LC1002G,and_scored,C+
Kenneth Michael,takes_module,LC1002F,and_scored,A+
Kenneth Michael,takes_module,LC2006F,and_scored,B+
Kenneth Michael,takes_module,LC2004,and_scored,B-
Kenneth Michael,takes_module,LC1001H,and_scored,C+
Kenneth Michael,takes_module,LC2008E,and_scored,A+
Kenneth Michael,takes_module,LC2006E,and_scored,B
Kenneth Michael,takes_module,LC1002E,and_scored,B
Kaylee Murphy PhD,takes_module,CS1010A,and_scored,C
Kaylee Murphy PhD,takes_module,CS1010R,and_scored,A+
Kaylee Murphy PhD,takes_module,BT2102,and_scored,B-
Kaylee Murphy PhD,takes_module,CS2040,and_scored,B+
Kaylee Murphy PhD,takes_module,CS1231R,and_scored,D
Kaylee Murphy PhD,takes_module,CS2100,and_scored,C
Kaylee Murphy PhD,takes_module,IT2002,and_scored,B
Kaylee Murphy PhD,takes_module,CP2106,and_scored,A-
Kaylee Murphy PhD,takes_module,CP2201,and_scored,A-
Kaylee Murphy PhD,takes_module,DMC1401IS,and_scored,C+
Kaylee Murphy PhD,takes_module,IT1244,and_scored,B
Kaylee Murphy PhD,takes_module,CS2220,and_scored,F
Kaylee Murphy PhD,takes_module,GEI1000,and_scored,F
Kaylee Murphy PhD,takes_module,CS2103R,and_scored,D
Kaylee Murphy PhD,takes_module,DMC1401,and_scored,A-
Kaylee Murphy PhD,takes_module,IS1108,and_scored,B-
Raymond Reese,takes_module,DMC1401IS,and_scored,C+
Raymond Reese,takes_module,CS1010S,and_scored,F
Raymond Reese,takes_module,CS2103R,and_scored,A-
Raymond Reese,takes_module,CP2107,and_scored,C+
Raymond Reese,takes_module,IS1108,and_scored,D
Raymond Reese,takes_module,CS2040S,and_scored,C+
Raymond Reese,takes_module,CS2105,and_scored,A
Raymond Reese,takes_module,CS1010R,and_scored,D
Raymond Reese,takes_module,CS2108,and_scored,C+
Raymond Reese,takes_module,CP1008,and_scored,B-
Raymond Reese,takes_module,CS2102,and_scored,B+
Raymond Reese,takes_module,CS1231R,and_scored,A
Raymond Reese,takes_module,CS2030S,and_scored,B+
Raymond Reese,takes_module,IS2103,and_scored,A+
Raymond Reese,takes_module,GEI1000,and_scored,A-
Raymond Reese,takes_module,CS2104,and_scored,A+
Alicia Obrien,takes_module,BT1101,and_scored,B
Alicia Obrien,takes_module,CP3208,and_scored,A-
Alicia Obrien,takes_module,CS1010X,and_scored,B+
Alicia Obrien,takes_module,CS1231R,and_scored,C+
Alicia Obrien,takes_module,CS3237,and_scored,A-
Alicia Obrien,takes_module,IS2218,and_scored,D
Alicia Obrien,takes_module,XFC4102,and_scored,B
Alicia Obrien,takes_module,CP3106,and_scored,C+
Alicia Obrien,takes_module,IS1128,and_scored,B
Alicia Obrien,takes_module,BT2102,and_scored,C
Alicia Obrien,takes_module,CS2030,and_scored,C+
Alicia Obrien,takes_module,CS2113,and_scored,C+
Alicia Obrien,takes_module,IT2002,and_scored,A
Alicia Obrien,takes_module,BT4016,and_scored,B
Alicia Obrien,takes_module,CS3217,and_scored,A-
Alicia Obrien,takes_module,CP4101,and_scored,A-
Alicia Obrien,takes_module,IS2103,and_scored,C
Alicia Obrien,takes_module,CS2104,and_scored,C
Alicia Obrien,takes_module,IS3240,and_scored,A+
Alicia Obrien,takes_module,CS4211,and_scored,C+
Alicia Obrien,takes_module,CS4215,and_scored,A-
Alicia Obrien,takes_module,CP3108A,and_scored,F
Alicia Obrien,takes_module,BT3103,and_scored,B
Alicia Obrien,takes_module,IS4010,and_scored,B
Alicia Obrien,takes_module,CS2040S,and_scored,C+
Alicia Obrien,takes_module,DMC1401IS,and_scored,A+
Alicia Obrien,takes_module,IS4100,and_scored,A+
Alicia Obrien,takes_module,CS3213,and_scored,B-
Alicia Obrien,takes_module,BT3102,and_scored,D
Alicia Obrien,takes_module,CS3203,and_scored,B
Alicia Obrien,takes_module,CS3236R,and_scored,B-
Alicia Obrien,takes_module,CP3880,and_scored,F
Jennifer Mcintyre,takes_module,GET1003,and_scored,D
Jennifer Mcintyre,takes_module,GES1038,and_scored,B-
Jennifer Mcintyre,takes_module,NM1101X,and_scored,C
Jennifer Mcintyre,takes_module,GEI1001,and_scored,D
Jennifer Mcintyre,takes_module,GESS1005,and_scored,A-
Jennifer Mcintyre,takes_module,GESS1032,and_scored,B-
Jennifer Mcintyre,takes_module,GEC1001,and_scored,C
Jennifer Mcintyre,takes_module,HS1401A,and_scored,A
Martha Douglas,takes_module,CP3201,and_scored,B
Martha Douglas,takes_module,CS1010J,and_scored,B
Martha Douglas,takes_module,IT1244,and_scored,D
Martha Douglas,takes_module,CS1231R,and_scored,A
Martha Douglas,takes_module,DMC1401,and_scored,C
Martha Douglas,takes_module,CP1008,and_scored,D
Martha Douglas,takes_module,BT2102,and_scored,A
Martha Douglas,takes_module,IS3107,and_scored,B+
Martha Douglas,takes_module,IS2238,and_scored,B+
Martha Douglas,takes_module,CS1010R,and_scored,B+
Martha Douglas,takes_module,CP4106,and_scored,B-
Martha Douglas,takes_module,BT4101,and_scored,C
Martha Douglas,takes_module,XFC4102,and_scored,A+
Martha Douglas,takes_module,CP3106,and_scored,A
Martha Douglas,takes_module,BT4016,and_scored,A
Martha Douglas,takes_module,IS1108,and_scored,B-
Martha Douglas,takes_module,CS2030S,and_scored,A+
Martha Douglas,takes_module,IS2103,and_scored,C+
Martha Douglas,takes_module,IS3106,and_scored,F
Martha Douglas,takes_module,CS4215,and_scored,A
Martha Douglas,takes_module,BT4014,and_scored,A
Martha Douglas,takes_module,XFC4101,and_scored,C
Martha Douglas,takes_module,CP3209,and_scored,A+
Martha Douglas,takes_module,CP3108A,and_scored,B
Martha Douglas,takes_module,IS4246,and_scored,A-
Martha Douglas,takes_module,DMC1401CS,and_scored,B-
Martha Douglas,takes_module,CS3237,and_scored,B-
Martha Douglas,takes_module,IS4250,and_scored,F
